MSOA11CD,07/03/2020,14/03/2020,21/03/2020,28/03/2020,04/04/2020,11/04/2020,18/04/2020,25/04/2020,02/05/2020,09/05/2020,16/05/2020,23/05/2020,30/05/2020,13/06/2020
E02000524,,5.07,2.7,,,,,,,,,,,
E02000525,,,2.7,,,,,,,,,,,
E02000526,,,2.7,,,,,,,,,,,
E02000528,,,2.7,,,,,,,,,,,
E02000529,,,2.7,,,,,,,,,,,
E02000530,,,2.7,,,,,,,,,,,
E02000531,,,2.7,,,,,,,,,,,
E02000532,,,2.7,,1.59,,,,,,,,,
E02000533,,,2.7,,,,,,,,,,,
E02000534,,,2.7,,,,,,,,,,,
E02000535,,,2.7,,,,,,,,,,,
E02000536,,,2.7,,,,,,,,,,,
E02000537,,,2.7,,,,,,,,,,,
E02000538,,,2.7,,,,,,,,,,,
E02000539,,,2.7,,1.75,,,,,,,,,
E02000540,,,2.7,,1.75,,,,,,,,,
E02000541,,,2.7,,,,,,,,,,,
E02000542,,,2.7,,1.75,,,,,,,,,
E02000543,,,2.7,,1.75,,,,,,,,,
E02000544,,,2.7,,1.75,,,,,,,,,
E02000545,,,2.7,,1.75,,,,,,,,,
E02000546,,,2.7,,1.75,,,,,,,,,
E02000547,,,2.7,,1.75,,,,,,,,,
E02000548,,5.07,2.7,,1.75,,,,,,,,,
E02000549,,,2.7,,1.75,,,,,,,,,
E02000550,,,2.7,,1.75,,,,,,,,,
E02000551,,,2.7,,1.75,,,,,,,,,
E02000552,,,2.7,,1.75,,,,,,,,,
E02000553,,,2.7,,1.75,,,,,,,,,
E02000554,,,,4.37,,,,,,,,,,
E02000555,,,,4.37,,,,,,,,,,
E02000556,,,,4.37,,,,,,,,,,
E02000557,,,,4.37,,,,,,,,,,
E02000558,,,,4.37,,,,,,,,,,
E02000559,,,,3.14,,,,,,,,,,
E02000560,,,,3.14,,,,,,,,,,
E02000561,,,,3.14,,,,,,,,,,
E02000562,,,,3.14,,,,,,,,,,
E02000563,,,,3.14,,,,,,,,,,
E02000564,,,,3.14,,,,,,,,,,
E02000565,,,,3.14,,,,,,,,,,
E02000566,,,,3.14,,,,,,,,,,
E02000567,,,,3.14,,,,,,,,,,
E02000568,,,,3.14,,,,,,,,,,
E02000569,,,,3.14,,,,,,,,,,
E02000570,,,,3.14,,,,,,,,,,
E02000571,,,,3.14,,,,,,,,,,
E02000572,,,,3.14,,,,,,,,,,
E02000573,,,,3.14,,,,,,,,,,
E02000574,,5.59,,,,,,,,,,,,
E02000575,,5.59,,,,,,,,,,,,
E02000576,,5.59,,,,,,,,,,,,
E02000577,,,2.7,3.14,,,,,,,,,,
E02000578,,,2.7,3.14,,,,,,,,,,
E02000579,,,2.7,,,,,,,,,,,
E02000580,,5.59,2.7,,,,,,,,,,,
E02000581,,5.59,2.7,,,,,,,,,,,
E02000582,,5.59,2.7,,,,,,,,,,,
E02000583,,5.59,2.7,,,,,,,,,,,
E02000584,,5.59,2.7,,,,,,,,,,,
E02000585,,5.59,2.7,,,,,,,,,,,
E02000586,,5.59,2.7,,,,,,,,,,,
E02000587,,5.59,2.7,,,,,,,,,,,
E02000588,,5.59,4.75,2.25,,,,,,,,,,
E02000589,,5.59,2.7,,,,,,,,,,,
E02000590,,5.59,4.75,2.25,,,,,,,,,,
E02000591,,5.59,2.7,,,,,,,,,,,
E02000592,,5.59,2.7,2.25,,,,,,,,,,
E02000593,,5.59,2.7,2.25,,,,,,,,,,
E02000594,,5.59,4.75,2.25,1.59,,,,,,,,,
E02000595,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000596,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000597,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000598,,,2.7,2.25,1.75,,,,,,,,,
E02000599,,,4.75,2.25,1.75,3.83,,,,,,,,
E02000600,,,2.7,2.25,1.75,,,,,,,,,
E02000601,,,2.7,2.25,1.75,,,,,,,,,
E02000602,,,2.7,2.25,1.75,,,,,,,,,
E02000603,,,4.75,2.25,1.75,,,,,,,,,
E02000604,,,4.75,2.25,1.75,,,,,,,,,
E02000605,,,4.75,2.25,1.75,,,,,,,,,
E02000606,,,2.7,2.25,1.75,,,,,,,,,
E02000607,,,2.7,2.25,1.75,,,,,,,,,
E02000608,,,2.7,2.25,1.75,,,,,,,,,
E02000609,,,4.75,2.25,1.75,,,,,,,,,
E02000610,,,2.7,2.25,1.75,,,,,,,,,
E02000611,,,4.75,2.25,1.75,,,,,,,,,
E02000612,,,4.75,2.25,1.75,,,,,,,,,
E02000613,,,2.7,2.25,1.75,,,,,,,,,
E02000614,,,4.75,2.25,1.75,,,,,,,,,
E02000615,,,2.7,2.25,1.75,,,,,,,,,
E02000616,,,2.7,2.25,1.75,,,,,,,,,
E02000617,,,2.7,2.25,1.75,,,,,,,,,
E02000619,,5.59,4.75,2.25,,,,,,,,,,
E02000620,,5.59,4.75,2.25,,,,,,,,,,
E02000621,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000622,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000623,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000624,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000625,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000626,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000627,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000628,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000629,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000630,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000631,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000632,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000633,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000634,,5.59,4.75,2.25,1.75,5.24,,,,,,,,
E02000635,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000636,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000637,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000638,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000639,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000640,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000641,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000642,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000643,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000644,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000645,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000646,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000647,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000648,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000649,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000650,,5.59,4.75,2.99,1.75,1.25,,,,,,,,
E02000651,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000652,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000653,,5.59,4.75,2.25,,1.25,,,,,,,,
E02000654,,5.59,4.75,2.99,,1.25,,,,,,,,
E02000655,,5.59,4.75,2.25,,1.25,,,,,,,,
E02000657,,5.59,4.75,2.99,,1.25,,,,,,,,
E02000658,,5.59,4.75,2.99,1.75,1.25,,,,,,,,
E02000659,,,4.75,4.05,,1.25,,,,,,,,
E02000660,,5.59,4.75,4.05,1.75,1.25,,,,,,,,
E02000661,,3.65,4.75,4.05,1.59,1.25,,,,,,,,
E02000662,,5.59,4.75,2.99,1.75,1.25,,,,,,,,
E02000663,,5.59,4.75,4.05,1.75,1.25,,,,,,,,
E02000664,,,4.75,4.05,1.75,1.25,,,,,,,,
E02000665,,,4.75,4.05,1.75,1.25,,,,,,,,
E02000666,,5.59,4.75,4.05,1.75,1.25,,,,,,,,
E02000667,,5.59,4.75,4.05,1.75,1.25,,,,,,,,
E02000668,,3.65,4.75,4.05,1.75,1.25,,,,,,,,
E02000669,,,4.75,4.05,1.75,1.25,,,,,,,,
E02000670,,,4.75,4.05,1.75,1.25,,,,,,,,
E02000671,,5.59,4.75,2.99,1.75,1.25,,,,,,,,
E02000672,,5.59,4.75,4.05,1.75,1.25,,,,,,,,
E02000673,,5.59,4.75,2.99,1.75,1.25,,,,,,,,
E02000674,,,4.75,4.05,1.75,1.25,,,,,,,,
E02000675,,3.65,4.75,4.05,1.75,1.25,,,,,,,,
E02000676,,5.59,4.75,4.05,1.75,1.25,,,,,,,,
E02000677,,,4.75,4.05,1.75,1.25,,,,,,,,
E02000678,,,4.75,4.05,1.75,1.25,,,,,,,,
E02000679,,5.59,4.75,2.99,1.75,1.25,,,,,,,,
E02000680,,5.59,4.75,2.99,1.75,1.25,,,,,,,,
E02000681,,5.59,4.75,4.05,1.75,1.25,,,,,,,,
E02000682,,,4.75,4.05,1.75,1.25,,,,,,,,
E02000683,,3.65,4.75,4.05,1.75,1.25,,,,,,,,
E02000685,,5.59,4.75,2.99,1.75,1.25,,,,,,,,
E02000686,,,4.75,4.05,1.75,1.25,,,,,,,,
E02000687,,5.59,4.75,4.05,1.75,1.25,,,,,,,,
E02000689,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000690,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000691,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000692,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000693,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000694,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000695,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000696,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000697,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000698,,,4.75,2.25,1.75,,,,,,,,,
E02000699,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000700,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000701,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000702,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000703,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000704,,,4.75,2.25,1.75,,,,,,,,,
E02000705,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000706,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000707,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000708,,,4.75,2.25,1.75,,,,,,,,,
E02000709,,,4.75,2.25,1.75,,,,,,,,,
E02000710,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000711,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000712,,,4.75,2.25,1.75,,,,,,,,,
E02000713,,,4.75,2.25,1.75,,,,,,,,,
E02000714,,,,2.49,,,,,,,,,,
E02000715,,3.65,,4.05,1.89,,,,,,,,,
E02000716,,3.65,,4.05,1.89,,,,,,,,,
E02000717,,3.65,,4.05,1.89,,,,,,,,,
E02000718,,3.65,,4.05,1.89,,,,,,,,,
E02000719,,,,2.49,,,,,,,,,,
E02000720,,3.65,,4.05,,,,,,,,,,
E02000721,,,,4.05,,,,,,,,,,
E02000722,,,,2.49,,,,,,,,,,
E02000723,,3.65,,4.05,1.89,,,,,,,,,
E02000724,,3.65,,4.05,1.89,,,,,,,,,
E02000725,,,,2.49,,,,,,,,,,
E02000726,,,,2.49,,,,,,,,,,
E02000727,,3.65,,4.05,,,,,,,,,,
E02000728,,3.65,,4.05,1.89,,,,,,,,,
E02000729,,3.65,,4.05,,,,,,,,,,
E02000730,,3.65,,4.05,,,,,,,,,,
E02000731,,3.65,,4.05,1.89,,,,,,,,,
E02000732,,3.65,,4.05,,,,,,,,,,
E02000733,,,,2.49,,,,,,,,,,
E02000734,,,,4.05,,,,,,,,,,
E02000735,,3.65,,4.05,,,,,,,,,,
E02000736,,3.65,,4.05,1.89,,,,,,,,,
E02000737,,3.65,,4.05,1.89,,,,,,,,,
E02000738,,3.65,,4.05,,,,,,,,,,
E02000739,,3.65,,4.05,,,,,,,,,,
E02000740,,,,4.05,,,,,,,,,,
E02000741,,3.65,,4.05,,,,,,,,,,
E02000742,,3.65,,4.05,,,,,,,,,,
E02000743,,3.65,,4.05,,,,,,,,,,
E02000744,,3.65,,4.05,,,,,,,,,,
E02000745,,3.65,,4.05,,,,,,,,,,
E02000746,,3.65,,4.05,1.89,,,,,,,,,
E02000747,,3.65,,4.05,,,,,,,,,,
E02000748,,3.65,,4.05,,,,,,,,,,
E02000749,,3.65,,4.05,,,,,,,,,,
E02000750,,3.65,,4.05,,,,,,,,,,
E02000751,,2.87,,4.37,1.89,,,,,,,,,
E02000752,,,,4.05,1.89,1.44,,,,,,,,
E02000753,,,,4.05,1.89,1.44,,,,,,,,
E02000754,,2.87,,4.37,1.89,,,,,,,,,
E02000755,,,,2.49,1.89,,,,,,,,,
E02000756,,,,4.05,1.89,,,,,,,,,
E02000757,,2.87,,4.37,1.89,,,,,,,,,
E02000758,,,,2.49,1.89,,,,,,,,,
E02000759,,,,2.49,1.89,,,,,,,,,
E02000760,,,,4.05,1.89,,,,,,,,,
E02000762,,,,4.05,1.89,,,,,,,,,
E02000763,,3.65,,4.05,1.89,,,,,,,,,
E02000764,,,,2.49,1.89,,,,,,,,,
E02000765,,,,4.05,1.89,,,,,,,,,
E02000767,,,,4.05,1.89,,,,,,,,,
E02000768,,,,2.49,1.89,,,,,,,,,
E02000769,,3.65,,4.05,1.89,,,,,,,,,
E02000770,,3.65,,4.05,1.89,,,,,,,,,
E02000772,,3.65,,4.05,1.89,,,,,,,,,
E02000773,,3.65,,4.05,1.89,,,,,,,,,
E02000774,,3.65,,4.05,1.89,,,,,,,,,
E02000776,,3.65,,4.05,1.89,,,,,,,,,
E02000777,,,,2.49,1.89,,,,,,,,,
E02000779,,3.65,,4.05,1.89,,,,,,,,,
E02000780,,3.65,,4.05,1.89,,,,,,,,,
E02000781,,3.65,,4.05,1.89,,,,,,,,,
E02000782,,3.65,,4.05,1.89,,,,,,,,,
E02000783,,3.65,,4.05,1.89,,,,,,,,,
E02000784,,5.59,2.7,2.25,1.75,,,,,,,,,
E02000785,,,2.7,,1.75,,,,,,,,,
E02000786,,,2.7,2.25,1.75,,,,,,,,,
E02000787,,,2.7,,1.75,,,,,,,,,
E02000788,,,2.7,2.25,1.75,,,,,,,,,
E02000789,,,2.7,2.25,1.75,,,,,,,,,
E02000790,,,2.7,,1.75,,,,,,,,,
E02000791,,,2.7,2.25,1.75,,,,,,,,,
E02000792,,,2.7,2.25,1.75,,,,,,,,,
E02000793,,,2.7,,1.75,,,,,,,,,
E02000794,,,2.7,,1.75,,,,,,,,,
E02000795,,,2.7,2.25,1.75,,,,,,,,,
E02000796,,,2.7,,1.75,,,,,,,,,
E02000797,,,2.7,,1.75,,,,,,,,,
E02000798,,,2.7,,1.75,,,,,,,,,
E02000799,,,2.7,2.25,1.75,2.57,,,,,,,,
E02000800,,,2.7,2.25,1.75,,,,,,,,,
E02000801,,,2.7,2.25,1.75,2.57,,,,,,,,
E02000802,,,2.7,2.25,1.75,2.57,,,,,,,,
E02000803,,,2.7,,1.75,,,,,,,,,
E02000804,,,2.7,2.25,1.75,2.57,,,,,,,,
E02000805,,,2.7,2.25,1.75,,,,,,,,,
E02000806,,,2.7,2.25,1.75,,,,,,,,,
E02000807,,5.59,4.75,2.25,,,,,,,,,,
E02000808,,5.59,4.75,2.25,,,,,,,,,,
E02000809,,5.59,4.75,2.25,,,,,,,,,,
E02000810,,5.59,4.75,2.25,,,,,,,,,,
E02000812,,5.59,4.75,2.25,,,,,,,,,,
E02000813,,5.59,4.75,2.25,,,,,,,,,,
E02000814,,5.59,4.75,2.25,,,,,,,,,,
E02000815,,5.59,4.75,2.25,,,,,,,,,,
E02000816,,5.59,4.75,2.25,,,,,,,,,,
E02000817,,5.59,4.75,2.25,,,,,,,,,,
E02000818,,5.59,4.75,2.25,,,,,,,,,,
E02000819,,5.59,4.75,2.25,,,,,,,,,,
E02000820,,5.59,4.75,2.25,,,,,,,,,,
E02000821,,5.59,4.75,2.25,,,,,,,,,,
E02000822,,5.59,4.75,2.25,,,,,,,,,,
E02000823,,5.59,4.75,2.25,,,,,,,,,,
E02000824,,5.59,4.75,2.25,,1.25,,,,,,,,
E02000825,,5.59,4.75,2.25,1.59,1.25,,,,,,,,
E02000826,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000827,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000828,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000829,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000830,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000831,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000832,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000833,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000834,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000835,,5.59,4.75,2.99,1.75,1.25,,,,,,,,
E02000836,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000837,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000838,,5.59,4.75,2.99,1.75,1.25,,,,,,,,
E02000839,,5.59,4.75,2.99,1.75,1.25,,,,,,,,
E02000840,,,4.75,2.25,1.75,,,,,,,,,
E02000841,,,4.75,2.25,1.75,,,,,,,,,
E02000842,,,4.75,2.25,1.75,,,,,,,,,
E02000843,,,4.75,2.25,1.75,,,,,,,,,
E02000844,,,4.75,2.25,1.75,,,,,,,,,
E02000845,,,4.75,2.25,1.75,,,,,,,,,
E02000846,,,4.75,2.25,1.75,,,,,,,,,
E02000847,,,4.75,2.25,1.75,,,,,,,,,
E02000848,,,4.75,2.25,1.75,,,,,,,,,
E02000849,,,4.75,2.25,1.75,,,,,,,,,
E02000850,,,4.75,2.25,1.75,1.25,,,,,,,,
E02000851,,,4.75,2.25,1.75,,,,,,,,,
E02000852,,,4.75,2.25,1.75,,,,,,,,,
E02000853,,,4.75,2.25,1.75,,,,,,,,,
E02000854,,,4.75,2.25,1.75,,,,,,,,,
E02000855,,,4.75,2.25,1.75,,,,,,,,,
E02000856,,,4.75,2.25,1.75,,,,,,,,,
E02000857,,,4.75,2.25,1.75,,,,,,,,,
E02000858,,,4.75,2.25,1.75,,,,,,,,,
E02000859,,,4.75,2.25,1.75,,,,,,,,,
E02000860,,,4.75,2.25,1.75,,,,,,,,,
E02000861,,,4.75,2.25,1.75,,,,,,,,,
E02000863,,,4.75,2.25,1.75,,,,,,,,,
E02000864,,,,2.49,,,,,,,,,,
E02000865,,,,2.49,,,,,,,,,,
E02000866,,,,2.49,,,,,,,,,,
E02000867,,,,2.49,,,,,,,,,,
E02000868,,,,2.49,,,,,,,,,,
E02000869,,,,2.49,,,,,,,,,,
E02000870,,,,2.49,,,,,,,,,,
E02000871,,,,2.49,,,,,,,,,,
E02000872,,,,2.49,,,,,,,,,,
E02000873,,,,2.49,,,,,,,,,,
E02000874,,,,2.49,,,,,,,,,,
E02000875,,,,2.49,,,,,,,,,,
E02000876,,,,2.49,,,,,,,,,,
E02000877,,,,2.49,,,,,,,,,,
E02000878,,5.59,,,,,,,,,,,,
E02000879,,,,2.49,,,,,,,,,,
E02000880,,,,2.49,,,,,,,,,,
E02000881,,,,2.49,,,,,,,,,,
E02000882,,,,2.49,,,,,,,,,,
E02000883,,,,2.49,,,,,,,,,,
E02000884,,5.59,,,,,,,,,,,,
E02000885,,5.59,,,,,,,,,,,,
E02000886,,,,2.49,,,,,,,,,,
E02000887,,,,2.49,,,,,,,,,,
E02000888,,5.59,,,,,,,,,,,,
E02000889,,5.59,,,,,,,,,,,,
E02000890,,5.59,,2.25,,,,,,,,,,
E02000891,,,,4.05,,,,,,,,,,
E02000893,,,4.75,4.05,,,,,,,,,,
E02000894,,,4.75,2.99,,1.25,,,,,,,,
E02000895,,2.87,,4.37,1.89,,,,,,,,,
E02000896,,2.87,,4.37,1.89,,,,,,,,,
E02000897,,2.87,,4.37,1.89,,,,,,,,,
E02000898,,2.87,,4.37,,,,,,,,,,
E02000899,,2.87,,4.37,,,,,,,,,,
E02000900,,2.87,,4.37,,,,,,,,,,
E02000901,,2.87,,4.37,1.89,,,,,,,,,
E02000902,,2.87,,4.37,,,,,,,,,,
E02000903,,2.87,,4.37,,,,,,,,,,
E02000904,,2.87,,4.37,,,,,,,,,,
E02000905,,2.87,,4.37,,,,,,,,,,
E02000906,,2.87,,4.37,,,,,,,,,,
E02000907,,2.87,,4.37,,,,,,,,,,
E02000908,,2.87,,4.37,,,,,,,,,,
E02000909,,,,3.14,,,,,,,,,,
E02000910,,2.87,,3.14,,,,,,,,,,
E02000911,,2.87,,4.37,,,,,,,,,,
E02000912,,,,3.14,,,,,,,,,,
E02000913,,,,2.49,,,,,,,,,,
E02000914,,,,3.14,,,,,,,,,,
E02000915,,,,2.49,,,,,,,,,,
E02000916,,,,3.14,,,,,,,,,,
E02000917,,,,2.49,,,,,,,,,,
E02000918,,,,2.49,,,,,,,,,,
E02000919,,,,2.49,,,,,,,,,,
E02000920,,,,2.49,,,,,,,,,,
E02000921,,,,2.49,,,,,,,,,,
E02000922,,,,2.49,,,,,,,,,,
E02000923,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000924,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000925,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000926,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000927,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000928,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000929,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000930,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000931,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000932,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000933,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000934,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000935,,5.59,2.7,2.25,1.75,,,,,,,,,
E02000936,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000937,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000938,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000939,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000940,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000941,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000942,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000943,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000944,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000945,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000946,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000947,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000948,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000949,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000950,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000951,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000952,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000953,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000954,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000955,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000956,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000957,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000958,,5.59,4.75,2.25,1.75,,,,,,,,,
E02000959,,5.59,4.75,2.25,1.75,1.25,,,,,,,,
E02000960,,,,3.14,,,,,,,,,,
E02000961,,,,3.14,,,,,,,,,,
E02000962,,5.59,,3.14,,,,,,,,,,
E02000963,,,2.7,3.14,,,,,,,,,,
E02000964,,,2.7,3.14,,,,,,,,,,
E02000965,,,2.7,3.14,,,,,,,,,,
E02000966,,5.59,2.7,3.14,,,,,,,,,,
E02000967,,5.59,,,,,,,,,,,,
E02000968,,5.59,,3.14,,,,,,,,,,
E02000969,,5.59,2.7,,,,,,,,,,,
E02000970,,5.59,,,,,,,,,,,,
E02000971,,5.59,,,,,,,,,,,,
E02000972,,5.59,,,,,,,,,,,,
E02000973,,5.59,2.7,,,,,,,,,,,
E02000974,,5.59,2.7,,,,,,,,,,,
E02000975,,5.59,2.7,,,,,,,,,,,
E02000976,,5.59,2.7,,,,,,,,,,,
E02000977,,5.59,,,,,,,,,,,,
E02000978,,5.59,2.7,,,,,,,,,,,
E02000979,,5.59,4.75,2.25,,,,,,,,,,
E02000980,,5.59,4.75,2.25,,,,,,,,,,
E02000981,,5.59,4.75,2.25,,,,,,,,,,
E02000982,,5.59,4.75,2.25,,,,,,,,,,
E02000983,,5.59,4.75,2.25,,,,,,,,,,
E02000984,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02000985,,,2.76,3.71,2.91,1.72,,,,,,,,
E02000986,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02000987,,,2.76,3.71,2.91,1.72,1.47,1.76,,,,,,
E02000988,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02000989,,,2.76,3.71,2.91,1.72,,,,,,,,
E02000990,,,2.76,3.71,2.91,1.72,1.47,1.76,,,,,,
E02000991,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02000992,,,2.76,3.71,2.91,1.72,1.47,1.76,,,,,,
E02000993,,,2.76,3.71,2.91,1.72,,,,,,,,
E02000994,,,2.76,3.71,2.91,1.72,,,,,,,,
E02000995,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02000996,,,2.76,3.71,2.91,,,,,,,,,
E02000997,,,2.76,3.71,2.91,1.72,1.47,1.76,,,,,,
E02000998,,,2.76,3.71,2.91,1.72,,,,,,,,
E02000999,,,2.76,3.71,2.91,1.72,,,,,,,,
E02001000,,,2.76,3.71,2.91,,,,,,,,,
E02001001,,,2.76,3.71,2.91,1.72,,,,,,,,
E02001002,,,2.76,3.71,2.91,,,,,,,,,
E02001003,,,2.76,3.71,2.91,1.72,1.47,,,,,,,
E02001004,,,2.76,3.71,2.91,,,,,,,,,
E02001005,,,2.76,3.71,2.91,,,,,,,,,
E02001006,,,2.76,3.71,2.91,,,,,,,,,
E02001007,,,2.76,3.71,2.91,,,,,,,,,
E02001008,,,2.76,3.71,2.91,,,,,,,,,
E02001009,,,2.76,3.71,2.91,,,,,,,,,
E02001010,,,2.76,3.71,2.91,,,,,,,,,
E02001011,,,2.76,3.71,2.91,,,,,,,,,
E02001012,,,2.76,3.71,2.91,,,,,,,,,
E02001013,,,2.76,3.71,2.91,,,,,,,,,
E02001014,,,2.76,3.71,2.91,,,,,,,,,
E02001015,,,2.76,3.71,2.91,,,,,,,,,
E02001016,,,2.76,3.71,2.91,,,,,,,,,
E02001017,,,2.76,3.71,2.91,1.76,,,,,,,,
E02001018,,,2.76,3.71,2.91,,,,,,,,,
E02001019,,,2.76,3.71,,1.72,,,,,,,,
E02001020,,,2.76,3.71,,1.72,,,,,,,,
E02001021,,,2.76,3.71,2.91,1.72,,,,,,,,
E02001022,,,2.76,3.71,,,,,,,,4.88,,
E02001023,,,2.76,3.71,2.91,,,,,,,,,
E02001024,,,2.76,3.71,2.91,,,,,,,,,
E02001025,,,2.76,3.71,,,,,,,,,,
E02001026,,,2.76,3.71,2.91,,,,,,,,,
E02001027,,,2.76,3.71,2.91,,,,,,,,,
E02001028,,,2.76,3.71,2.91,,,,,,,,,
E02001029,,,2.76,3.71,2.91,,,,,,,,,
E02001030,,,2.76,3.71,2.91,,,,,,,,,
E02001031,,,2.76,3.71,2.91,,,,,,,,,
E02001032,,,2.76,3.71,2.91,,,,,,,,,
E02001033,,,2.76,3.71,2.91,,,,,,,,,
E02001034,,,2.76,3.71,2.91,,,,,,,,,
E02001035,,,2.76,3.71,2.91,1.76,,,,,,,,
