"GEOGRAPHY_CODE"	"OBS_VALUE"
"E01005972"	3.2
"E01005973"	10.3
"E01005974"	3.3
"E01005975"	2.8
"E01005976"	2.8
"E01005977"	2.1
"E01005978"	2.6
"E01005979"	9.8
"E01005980"	3.5
"E01005981"	4.7
"E01005982"	14.4
"E01005983"	21.6
"E01005984"	3.4
"E01005985"	4.0
"E01005986"	3.5
"E01005987"	3.3
"E01005988"	3.7
"E01005989"	18.7
"E01005990"	2.5
"E01005991"	5.0
"E01005992"	1.6
"E01005993"	17.4
"E01005994"	8.7
"E01005995"	51.7
"E01005996"	10.2
"E01005997"	6.5
"E01005998"	6.6
"E01005999"	2.5
"E01006000"	4.3
"E01006001"	4.2
"E01006002"	2.6
"E01006003"	5.4
"E01006004"	11.1
"E01006005"	0.6
"E01006006"	5.7
"E01006007"	9.7
"E01006008"	8.7
"E01006009"	7.0
"E01006010"	2.3
"E01006011"	2.4
"E01006012"	10.4
"E01006013"	15.2
"E01006014"	15.2
"E01006015"	50.7
"E01006016"	3.4
"E01006017"	23.2
"E01006018"	38.7
"E01006019"	8.9
"E01006020"	10.3
"E01006021"	7.9
"E01006022"	6.1
"E01006023"	8.3
"E01006024"	52.5
"E01006025"	5.0
"E01006026"	7.7
"E01006027"	5.6
"E01006028"	3.1
"E01006029"	12.5
"E01006030"	3.1
"E01006031"	2.1
"E01006032"	2.0
"E01006033"	2.8
"E01006034"	10.1
"E01006035"	4.8
"E01006036"	9.2
"E01006037"	25.3
"E01006038"	10.3
"E01006039"	9.2
"E01006040"	4.3
"E01006041"	5.0
"E01006042"	10.9
"E01006043"	3.7
"E01006044"	15.6
"E01006045"	41.2
"E01006046"	7.3
"E01006047"	17.7
"E01006048"	35.8
"E01006049"	13.5
"E01006050"	4.3
"E01006051"	22.0
"E01006052"	7.5
"E01006053"	18.8
"E01006054"	7.1
"E01006055"	8.7
"E01006056"	4.4
"E01006057"	9.2
"E01006058"	10.5
"E01006059"	6.0
"E01006060"	2.9
"E01006061"	23.0
"E01006062"	36.0
"E01006063"	13.2
"E01006064"	3.1
"E01006065"	2.5
"E01006066"	2.9
"E01006067"	21.2
"E01006068"	5.4
"E01006069"	12.1
"E01006070"	20.4
"E01006071"	79.1
"E01006072"	59.7
"E01006073"	8.6
"E01006074"	14.4
"E01006075"	20.0
"E01006076"	15.8
"E01006077"	6.1
"E01006078"	4.2
"E01006079"	45.2
"E01006080"	5.0
"E01006081"	78.1
"E01006082"	26.0
"E01006083"	42.5
"E01006084"	27.0
"E01006085"	26.3
"E01006086"	26.7
"E01006087"	55.5
"E01006088"	7.6
"E01006089"	5.3
"E01006090"	6.6
"E01006091"	11.7
"E01006092"	5.9
"E01006093"	6.5
"E01006094"	30.0
"E01006095"	10.8
"E01006096"	12.4
"E01006097"	20.1
"E01006098"	44.4
"E01006099"	14.7
"E01006100"	15.3
"E01006101"	20.2
"E01006102"	12.6
"E01006103"	9.3
"E01006104"	10.1
"E01006105"	3.2
"E01006106"	4.9
"E01006107"	5.6
"E01006108"	3.9
"E01006109"	1.6
"E01006110"	2.2
"E01006111"	5.0
"E01006112"	2.9
"E01006113"	6.5
"E01006114"	6.4
"E01006115"	5.0
"E01006116"	10.1
"E01006117"	20.5
"E01006118"	6.4
"E01006119"	10.1
"E01006120"	31.4
"E01006121"	0.6
"E01006122"	13.0
"E01006123"	37.2
"E01006124"	55.0
"E01006125"	11.9
"E01006126"	3.1
"E01006127"	20.7
"E01006128"	12.2
"E01006129"	14.8
"E01006130"	8.3
"E01006131"	22.8
"E01006132"	15.6
"E01006133"	5.9
"E01006134"	75.0
"E01006135"	67.7
"E01006136"	74.2
"E01006137"	94.0
"E01006138"	29.6
"E01006139"	15.4
"E01006140"	21.4
"E01006141"	2.4
"E01006142"	6.3
"E01006143"	6.1
"E01006144"	2.3
"E01006145"	5.6
"E01006146"	3.9
"E01006147"	7.8
"E01006148"	30.4
"E01006149"	8.0
"E01006150"	8.0
"E01006151"	51.3
"E01006152"	75.6
"E01006153"	35.8
"E01006154"	19.4
"E01006155"	3.9
"E01006156"	15.2
"E01006157"	2.5
"E01006158"	2.1
"E01006159"	1.2
"E01006160"	2.8
"E01006161"	7.2
"E01006162"	10.1
"E01006163"	5.8
"E01006164"	12.7
"E01006165"	2.1
"E01006166"	12.8
"E01006167"	10.2
"E01006168"	2.6
"E01006169"	12.9
"E01006170"	8.2
"E01006171"	2.7
"E01006172"	33.1
"E01006173"	4.8
"E01006174"	8.7
"E01006175"	1.4
"E01006176"	13.1
"E01006177"	8.5
"E01006178"	14.5
"E01006179"	3.5
"E01006180"	1.9
"E01006181"	4.2
"E01006182"	13.0
"E01006183"	15.9
"E01006184"	6.3
"E01006185"	1.6
"E01006186"	2.4
"E01006187"	0.9
"E01006188"	2.4
"E01006189"	2.6
"E01006190"	15.2
"E01006191"	7.0
"E01006192"	21.3
"E01006193"	15.0
"E01006194"	6.7
"E01006195"	8.6
"E01006196"	5.2
"E01006197"	7.6
"E01006198"	7.9
"E01006199"	4.0
"E01006200"	19.3
"E01006201"	3.9
"E01006202"	14.0
"E01006203"	15.7
"E01006204"	32.8
"E01006205"	35.4
"E01006206"	24.3
"E01006207"	3.3
"E01006208"	30.7
"E01006209"	36.4
"E01006210"	17.2
"E01006211"	6.0
"E01006212"	14.5
"E01006213"	6.9
"E01006214"	5.3
"E01006215"	8.2
"E01006216"	19.0
"E01006217"	22.6
"E01006218"	16.8
"E01006219"	3.9
"E01006220"	11.2
"E01006221"	9.9
"E01006222"	42.3
"E01006223"	13.8
"E01006224"	53.4
"E01006225"	39.9
"E01006226"	13.7
"E01006227"	14.2
"E01006228"	13.3
"E01006229"	45.8
"E01006230"	48.7
"E01006231"	39.5
"E01006232"	28.1
"E01006233"	61.7
"E01006234"	19.1
"E01006235"	10.8
"E01006236"	40.2
"E01006237"	44.1
"E01006238"	4.9
"E01006239"	3.2
"E01006240"	3.4
"E01006241"	9.6
"E01006242"	3.7
"E01006243"	18.3
"E01006244"	4.0
"E01006245"	21.4
"E01006246"	10.9
"E01006247"	19.7
"E01006248"	4.4
"E01006249"	6.5
"E01006250"	23.3
"E01006251"	36.0
"E01006252"	15.2
"E01006253"	9.1
"E01006254"	4.4
"E01006255"	16.6
"E01006256"	17.5
"E01006257"	5.4
"E01006258"	14.4
"E01006259"	36.4
"E01006260"	10.4
"E01006261"	8.5
"E01006262"	18.9
"E01006263"	33.6
"E01006264"	43.9
"E01006265"	15.8
"E01006266"	9.8
"E01006267"	2.5
"E01006268"	23.8
"E01006269"	18.9
"E01006270"	9.8
"E01006271"	24.0
"E01006272"	9.2
"E01006273"	14.1
"E01006274"	4.7
"E01006275"	3.4
"E01006276"	33.3
"E01006277"	71.4
"E01006278"	5.4
"E01006279"	26.1
"E01006280"	8.7
"E01006281"	24.4
"E01006282"	21.3
"E01006283"	20.1
"E01006284"	5.0
"E01006285"	41.9
"E01006286"	7.8
"E01006287"	33.7
"E01006288"	6.0
"E01006289"	3.8
"E01006290"	10.5
"E01006291"	4.5
"E01006292"	9.5
"E01006293"	9.8
"E01006294"	12.2
"E01006295"	4.7
"E01006296"	4.9
"E01006297"	2.1
"E01006298"	3.3
"E01006299"	13.6
"E01006300"	30.1
"E01006301"	51.6
"E01006302"	25.1
"E01006303"	21.1
"E01006304"	30.4
"E01006305"	4.9
"E01006306"	2.4
"E01006307"	11.0
"E01006308"	5.5
"E01006309"	7.0
"E01006310"	4.1
"E01006311"	7.8
"E01006312"	35.4
"E01006313"	6.6
"E01006314"	30.1
"E01006315"	34.5
"E01006316"	47.0
"E01006317"	10.3
"E01006318"	23.7
"E01006319"	57.6
"E01006320"	30.0
"E01006321"	49.3
"E01006322"	8.5
"E01006323"	3.1
"E01006324"	2.7
"E01006325"	8.6
"E01006326"	1.5
"E01006327"	4.8
"E01006328"	1.8
"E01006329"	8.3
"E01006330"	35.5
"E01006331"	39.0
"E01006332"	19.3
"E01006333"	4.6
"E01006334"	1.6
"E01006335"	6.5
"E01006336"	2.6
"E01006337"	12.8
"E01006338"	4.3
"E01006339"	34.6
"E01006340"	19.1
"E01006341"	22.6
"E01006342"	7.5
"E01006343"	61.4
"E01006344"	6.8
"E01006345"	28.5
"E01006346"	14.9
"E01006347"	43.6
"E01006348"	55.8
"E01006349"	4.7
"E01006350"	3.7
"E01006351"	4.1
"E01006352"	6.2
"E01006353"	10.6
"E01006354"	4.3
"E01006355"	6.5
"E01006356"	5.5
"E01006357"	3.8
"E01006358"	6.7
"E01006359"	5.0
"E01006360"	3.2
"E01006361"	3.6
"E01006362"	18.4
"E01006363"	8.0
"E01006364"	20.4
"E01006365"	48.7
"E01006366"	15.2
"E01006367"	26.6
"E01006368"	23.4
"E01006369"	3.1
"E01006370"	7.9
"E01006371"	3.2
"E01006372"	59.1
"E01006373"	11.1
"E01006374"	13.6
"E01006375"	7.7
"E01006376"	8.9
"E01006377"	48.4
"E01006378"	32.6
"E01006379"	15.6
"E01006380"	12.5
"E01006381"	54.2
"E01006382"	35.2
"E01006383"	22.7
"E01006384"	14.3
"E01006385"	19.4
"E01006386"	1.8
"E01006387"	6.2
"E01006388"	14.0
"E01006389"	34.6
"E01006390"	12.7
"E01006391"	10.8
"E01006392"	3.8
"E01006393"	22.0
"E01006394"	42.9
"E01006395"	52.9
"E01006396"	39.2
"E01006397"	1.0
"E01006398"	5.6
"E01006399"	10.5
"E01006400"	37.3
"E01006401"	19.7
"E01006402"	22.1
"E01006403"	24.0
"E01006404"	6.1
"E01006405"	9.5
"E01006406"	5.6
"E01006407"	6.3
"E01006408"	3.5
"E01006409"	6.9
"E01006410"	55.7
"E01006411"	2.7
"E01006412"	6.5
"E01006413"	6.0
"E01006414"	7.0
"E01006415"	26.6
"E01006416"	5.1
"E01006417"	3.4
"E01006418"	4.8
"E01006419"	22.8
"E01006420"	57.3
"E01006421"	69.1
"E01006422"	6.0
"E01006423"	6.7
"E01006424"	55.8
"E01006425"	37.1
"E01006426"	5.7
"E01006427"	11.7
"E01006428"	20.1
"E01006429"	11.9
"E01006430"	7.1
"E01006431"	13.1
"E01006432"	9.3
"E01006433"	8.1
"E01006434"	4.3
"E01006435"	5.3
"E01006436"	4.6
"E01006437"	8.2
"E01006438"	60.7
"E01006439"	15.4
"E01006440"	4.6
"E01006441"	21.5
"E01006442"	4.8
"E01006443"	5.5
"E01006444"	6.2
"E01006445"	6.4
"E01006446"	8.3
"E01006447"	3.1
"E01006448"	8.0
"E01006449"	4.6
"E01006450"	4.8
"E01006451"	5.3
"E01006452"	3.0
"E01006453"	3.2
"E01006454"	13.5
"E01006455"	5.2
"E01006456"	39.9
"E01006457"	4.1
"E01006458"	10.7
"E01006459"	17.2
"E01006460"	2.5
"E01006461"	3.4
"E01006462"	3.5
"E01006463"	4.3
"E01006464"	18.5
"E01006465"	37.2
"E01006466"	15.1
"E01006467"	6.1
"E01006470"	4.2
"E01006471"	12.2
"E01006472"	18.2
"E01006473"	19.9
"E01006474"	7.1
"E01006475"	34.6
"E01006476"	39.5
"E01006477"	5.9
"E01006478"	7.9
"E01006479"	4.5
"E01006480"	3.2
"E01006481"	8.1
"E01006482"	9.8
"E01006483"	2.7
"E01006484"	4.0
"E01006485"	1.1
"E01006486"	2.7
"E01006487"	2.0
"E01006488"	4.0
"E01006489"	2.3
"E01006490"	25.4
"E01006491"	30.3
"E01006492"	6.7
"E01006493"	5.9
"E01006494"	8.7
"E01006495"	16.2
"E01006496"	4.9
"E01006497"	16.8
"E01006498"	52.6
"E01006499"	5.9
"E01006500"	4.7
"E01006501"	17.4
"E01006502"	8.9
"E01006503"	30.2
"E01006504"	15.5
"E01006505"	4.9
"E01006506"	2.8
"E01006507"	5.3
"E01006508"	9.0
"E01006509"	5.8
"E01006510"	1.6
"E01006512"	2.8
"E01006513"	1.0
"E01006514"	1.1
"E01006515"	3.8
"E01006518"	5.6
"E01006519"	10.2
"E01006520"	1.7
"E01006521"	7.9
"E01006522"	1.3
"E01006523"	1.9
"E01006524"	13.3
"E01006525"	4.8
"E01006526"	3.6
"E01006527"	14.0
"E01006528"	12.9
"E01006529"	3.3
"E01006530"	2.2
"E01006531"	6.8
"E01006532"	38.4
"E01006533"	21.1
"E01006534"	19.0
"E01006535"	3.2
"E01006536"	2.2
"E01006537"	9.7
"E01006538"	15.8
"E01006539"	29.4
"E01006540"	4.5
"E01006541"	1.7
"E01006542"	2.2
"E01006543"	1.9
"E01006544"	3.0
"E01006545"	2.2
"E01006546"	3.3
"E01006547"	3.4
"E01006548"	1.9
"E01006549"	1.2
"E01006550"	1.2
"E01006551"	2.2
"E01006552"	5.1
"E01006553"	1.5
"E01006554"	1.7
"E01006556"	6.3
"E01006557"	2.4
"E01006558"	2.8
"E01006560"	6.1
"E01006562"	3.0
"E01006563"	3.0
"E01006564"	2.0
"E01006565"	1.5
"E01006566"	7.4
"E01006567"	3.7
"E01006568"	16.1
"E01006569"	2.5
"E01006570"	14.8
"E01006571"	3.2
"E01006572"	3.3
"E01006573"	0.7
"E01006574"	3.5
"E01006575"	4.1
"E01006576"	9.5
"E01006577"	2.1
"E01006578"	1.4
"E01006579"	2.9
"E01006580"	20.7
"E01006581"	5.0
"E01006582"	8.7
"E01006583"	32.6
"E01006584"	4.0
"E01006585"	6.5
"E01006586"	9.7
"E01006587"	17.2
"E01006588"	3.1
"E01006589"	6.2
"E01006590"	0.5
"E01006591"	1.9
"E01006592"	18.1
"E01006593"	1.0
"E01006594"	44.2
"E01006595"	2.2
"E01006596"	1.8
"E01006597"	11.2
"E01006598"	4.7
"E01006599"	3.9
"E01006600"	1.8
"E01006603"	3.3
"E01006604"	1.9
"E01006605"	2.1
"E01006606"	5.6
"E01006607"	2.3
"E01006608"	1.6
"E01006609"	1.3
"E01006610"	1.0
"E01006611"	2.1
"E01006612"	2.7
"E01006613"	1.6
"E01006614"	1.7
"E01006615"	2.1
"E01006616"	3.9
"E01006617"	17.4
"E01006618"	2.0
"E01006619"	1.7
"E01006620"	6.7
"E01006621"	30.3
"E01006622"	5.2
"E01006623"	76.9
"E01006624"	21.8
"E01006625"	1.0
"E01006626"	6.4
"E01006627"	17.6
"E01006628"	25.6
"E01006629"	4.2
"E01006630"	4.4
"E01006632"	2.7
"E01006633"	2.2
"E01006637"	8.2
"E01006638"	6.2
"E01006639"	11.6
"E01006640"	26.1
"E01006641"	3.4
"E01006642"	4.8
"E01006643"	7.1
"E01006644"	7.0
"E01006645"	3.4
"E01006646"	3.6
"E01006647"	8.1
"E01006648"	4.9
"E01006651"	49.0
"E01006652"	1.2
"E01006653"	6.9
"E01006654"	29.1
"E01006655"	10.4
"E01006656"	1.9
"E01006657"	2.8
"E01006658"	2.9
"E01006659"	6.1
"E01006660"	13.5
"E01006661"	5.5
"E01006662"	4.1
"E01006663"	6.1
"E01006664"	6.6
"E01006665"	34.0
"E01006666"	64.5
"E01006667"	31.9
"E01006668"	29.1
"E01006669"	53.8
"E01006670"	53.7
"E01006671"	56.1
"E01006672"	7.3
"E01006673"	3.5
"E01006674"	8.6
"E01006675"	1.5
"E01006676"	5.9
"E01006677"	3.6
"E01006678"	3.8
"E01006679"	9.5
"E01006680"	2.7
"E01006681"	5.6
"E01006682"	5.3
"E01006683"	2.5
"E01006684"	17.1
"E01006685"	19.5
"E01006686"	6.7
"E01006687"	31.8
"E01006688"	6.4
"E01006689"	1.2
"E01006690"	2.7
"E01006691"	3.0
"E01006692"	4.6
"E01006693"	3.0
"E01006694"	4.4
"E01006695"	1.6
"E01006696"	4.8
"E01006697"	3.4
"E01006698"	2.0
"E01006699"	3.1
"E01006700"	1.3
"E01006701"	4.0
"E01006702"	4.4
"E01006703"	3.1
"E01006705"	0.9
"E01006706"	3.9
"E01006707"	5.2
"E01006708"	6.4
"E01006709"	1.6
"E01006710"	3.5
"E01006711"	2.8
"E01006712"	1.4
"E01006713"	1.0
"E01006716"	3.2
"E01006717"	3.2
"E01006718"	2.4
"E01006719"	1.8
"E01006720"	4.2
"E01006721"	1.2
"E01006722"	3.9
"E01006723"	0.8
"E01006724"	1.2
"E01006725"	2.0
"E01006726"	2.1
"E01006727"	0.9
"E01006728"	2.3
"E01006729"	3.1
"E01006730"	4.7
"E01006731"	3.7
"E01006732"	3.7
"E01006734"	2.5
"E01006735"	3.5
"E01006736"	3.3
"E01006737"	3.0
"E01006738"	2.1
"E01006739"	5.4
"E01006740"	1.9
"E01006741"	4.7
"E01006742"	0.5
"E01006743"	7.6
"E01006744"	1.0
"E01006745"	3.1
"E01006746"	3.9
"E01006747"	2.5
"E01006748"	2.8
"E01006751"	5.2
"E01006752"	3.4
"E01006753"	5.0
"E01006754"	3.2
"E01006755"	4.0
"E01006756"	5.1
"E01006757"	5.2
"E01006758"	3.1
"E01006759"	4.8
"E01006760"	2.7
"E01006761"	2.5
"E01006762"	10.5
"E01006763"	1.6
"E01006764"	1.4
"E01006765"	0.9
"E01006766"	2.7
"E01006767"	7.0
"E01006768"	5.9
"E01006769"	2.2
"E01006770"	3.9
"E01006771"	5.0
"E01006772"	19.9
"E01006773"	8.1
"E01006774"	31.0
"E01006775"	4.5
"E01006776"	4.3
"E01006778"	3.1
"E01006779"	4.4
"E01006780"	0.6
"E01006781"	29.2
"E01006782"	1.8
"E01006783"	0.6
"E01006784"	1.3
"E01006785"	1.5
"E01006786"	9.6
"E01006787"	3.3
"E01006788"	2.6
"E01006790"	2.0
"E01006791"	1.7
"E01006792"	37.5
"E01006793"	21.3
"E01006794"	30.0
"E01006795"	13.9
"E01006796"	70.8
"E01006797"	1.9
"E01006798"	24.5
"E01006799"	4.8
"E01006800"	23.7
"E01006801"	9.8
"E01006802"	38.2
"E01006803"	37.9
"E01006804"	14.6
"E01006805"	18.0
"E01006806"	43.0
"E01006807"	31.6
"E01006808"	22.9
"E01006809"	9.9
"E01006810"	4.4
"E01006811"	3.3
"E01006812"	3.4
"E01006813"	5.9
"E01006814"	6.9
"E01006815"	5.9
"E01006816"	7.2
"E01006817"	2.9
"E01006818"	7.6
"E01006819"	6.2
"E01006820"	5.6
"E01006821"	3.6
"E01006822"	29.9
"E01006823"	14.3
"E01006824"	12.9
"E01006825"	51.8
"E01006826"	24.0
"E01006827"	44.4
"E01006828"	28.0
"E01006829"	41.9
"E01006830"	6.3
"E01006831"	5.0
"E01006832"	14.7
"E01006833"	4.1
"E01006834"	1.7
"E01006835"	27.9
"E01006836"	16.4
"E01006837"	7.8
"E01006838"	6.5
"E01006839"	12.7
"E01006840"	9.2
"E01006841"	41.7
"E01006842"	5.8
"E01006843"	5.0
"E01006844"	3.5
"E01006845"	5.9
"E01006846"	3.9
"E01006847"	8.3
"E01006848"	16.6
"E01006849"	5.6
"E01006850"	2.5
"E01006851"	12.8
"E01006852"	13.4
"E01006853"	33.8
"E01006854"	3.9
"E01006855"	19.0
"E01006856"	23.6
"E01006857"	27.4
"E01006858"	8.2
"E01006859"	47.0
"E01006860"	8.0
"E01006861"	5.7
"E01006862"	17.4
"E01006863"	3.1
"E01006864"	19.5
"E01006865"	6.0
"E01006866"	13.7
"E01006867"	30.3
"E01006868"	16.6
"E01006869"	13.0
"E01006870"	1.3
"E01006871"	4.6
"E01006872"	1.6
"E01006873"	4.6
"E01006874"	4.1
"E01006875"	5.2
"E01006876"	1.1
"E01006877"	5.4
"E01006878"	8.0
"E01006879"	5.8
"E01006880"	2.7
"E01006881"	2.1
"E01006882"	38.4
"E01006883"	28.1
"E01006884"	16.8
"E01006885"	43.2
"E01006886"	17.6
"E01006887"	16.4
"E01006888"	25.0
"E01006889"	42.5
"E01006890"	4.3
"E01006891"	20.2
"E01006892"	7.4
"E01006893"	7.0
"E01006894"	9.2
"E01006895"	55.0
"E01006896"	3.1
"E01006897"	14.4
"E01006898"	15.1
"E01006899"	17.4
"E01006900"	30.6
"E01006901"	8.5
"E01006903"	3.7
"E01006904"	4.4
"E01006905"	3.5
"E01006906"	9.7
"E01006907"	12.7
"E01006908"	5.3
"E01006909"	5.7
"E01006910"	6.9
"E01006911"	5.5
"E01006912"	16.2
"E01006913"	5.6
"E01006914"	26.4
"E01006915"	6.8
"E01006916"	11.8
"E01006917"	13.6
"E01006918"	10.9
"E01006919"	4.7
"E01006920"	9.0
"E01006921"	64.8
"E01006922"	90.6
"E01006923"	44.3
"E01006924"	4.0
"E01006925"	3.8
"E01006926"	74.0
"E01006927"	9.5
"E01006928"	41.0
"E01006929"	8.9
"E01006930"	2.5
"E01006931"	12.1
"E01006932"	23.4
"E01006933"	6.4
"E01006934"	12.6
"E01006935"	25.9
"E01006936"	22.3
"E01006937"	18.4
"E01006938"	68.1
"E01006939"	5.2
"E01006940"	31.0
"E01006941"	5.5
"E01006942"	1.8
"E01006943"	16.7
"E01006944"	7.9
"E01006945"	9.6
"E01006946"	22.3
"E01006947"	29.7
"E01006948"	19.1
"E01006949"	24.8
"E01006950"	6.0
"E01006951"	27.1
"E01006952"	2.2
"E01006953"	2.2
"E01006954"	2.4
"E01006955"	9.4
"E01006956"	1.5
"E01006957"	3.0
"E01006958"	1.9
"E01006959"	6.0
"E01006960"	3.4
"E01006961"	1.1
"E01006962"	1.0
"E01006963"	4.0
"E01006964"	1.8
"E01006965"	3.6
"E01006966"	2.0
"E01006967"	1.7
"E01006968"	1.2
"E01006969"	3.2
"E01006970"	7.7
"E01006971"	14.9
"E01006972"	16.3
"E01006973"	39.3
"E01006974"	63.4
"E01006976"	4.7
"E01006977"	8.0
"E01006978"	4.7
"E01006979"	3.0
"E01006980"	2.4
"E01006981"	1.7
"E01006982"	2.1
"E01006983"	2.6
"E01006984"	4.9
"E01006985"	57.6
"E01006986"	71.5
"E01006987"	73.1
"E01006988"	29.0
"E01006989"	81.8
"E01006990"	86.5
"E01006991"	80.1
"E01006992"	24.4
"E01006993"	65.7
"E01006994"	7.1
"E01006995"	43.4
"E01006996"	16.4
"E01006997"	7.8
"E01006998"	7.2
"E01006999"	25.5
"E01007000"	9.2
"E01007001"	4.0
"E01007002"	74.5
"E01007003"	2.7
"E01007004"	3.5
"E01007005"	3.2
"E01007006"	4.1
"E01007007"	3.1
"E01007008"	3.9
"E01007009"	1.8
"E01007010"	3.6
"E01007011"	3.6
"E01007012"	2.7
"E01007013"	2.2
"E01007014"	10.6
"E01007016"	3.3
"E01007017"	2.6
"E01007019"	3.3
"E01007020"	5.0
"E01007021"	12.2
"E01007022"	7.8
"E01007023"	28.8
"E01007024"	16.1
"E01007025"	12.1
"E01007026"	2.3
"E01007027"	68.3
"E01007028"	16.6
"E01007029"	28.3
"E01007030"	7.3
"E01007031"	17.8
"E01007032"	19.5
"E01007033"	11.2
"E01007034"	27.5
"E01007035"	27.8
"E01007036"	14.6
"E01007037"	9.5
"E01007038"	25.8
"E01007039"	23.3
"E01007040"	35.9
"E01007041"	6.1
"E01007042"	4.4
"E01007043"	2.1
"E01007044"	5.7
"E01007045"	4.7
"E01007046"	5.4
"E01007047"	1.5
"E01007048"	10.2
"E01007049"	14.1
"E01007050"	2.0
"E01007051"	2.8
"E01007052"	3.3
"E01007053"	2.8
"E01007054"	2.1
"E01007055"	3.4
"E01007056"	3.8
"E01007057"	14.8
"E01007058"	5.9
"E01007059"	10.3
"E01007060"	7.8
"E01007061"	4.6
"E01007062"	13.3
"E01007063"	2.9
"E01007064"	23.7
"E01007065"	8.2
"E01007066"	6.4
"E01007067"	32.1
"E01007068"	37.1
"E01007069"	12.9
"E01007070"	31.3
"E01007071"	19.4
"E01007072"	25.8
"E01007073"	6.3
"E01007074"	13.6
"E01007075"	10.4
"E01007076"	23.0
"E01007077"	11.7
"E01007078"	32.4
"E01007079"	46.2
"E01007080"	9.8
"E01007081"	22.3
"E01007082"	16.0
"E01007083"	8.3
"E01007084"	27.7
"E01007085"	1.6
"E01007086"	2.2
"E01007087"	1.6
"E01007088"	17.2
"E01007089"	3.0
"E01007090"	2.1
"E01007091"	5.8
"E01007092"	3.6
"E01007095"	5.7
"E01007096"	2.8
"E01007097"	8.1
"E01007098"	22.8
"E01007099"	36.0
"E01007100"	3.6
"E01007101"	4.5
"E01007102"	1.6
"E01007103"	5.9
"E01007104"	7.6
"E01007105"	2.2
"E01007106"	1.6
"E01007107"	3.5
"E01007108"	3.4
"E01007109"	4.3
"E01007110"	25.5
"E01007111"	4.5
"E01007112"	6.4
"E01007113"	22.0
"E01007114"	7.7
"E01007115"	6.4
"E01007116"	9.9
"E01007117"	6.0
"E01007118"	2.3
"E01007119"	16.2
"E01007120"	31.3
"E01007121"	3.9
"E01007122"	5.5
"E01007123"	6.8
"E01007124"	5.6
"E01007125"	7.4
"E01007126"	1.7
"E01007127"	3.5
"E01007128"	3.0
"E01007129"	1.5
"E01007130"	4.3
"E01007131"	5.8
"E01007133"	1.7
"E01007135"	10.3
"E01007136"	3.2
"E01007137"	6.9
"E01007138"	1.9
"E01007139"	9.3
"E01007140"	2.0
"E01007141"	1.6
"E01007142"	31.0
"E01007143"	4.2
"E01007144"	45.5
"E01007145"	81.0
"E01007146"	47.2
"E01007147"	68.2
"E01007148"	83.8
"E01007149"	52.9
"E01007150"	29.9
"E01007151"	13.6
"E01007152"	10.0
"E01007153"	8.5
"E01007154"	13.1
"E01007155"	5.0
"E01007156"	6.5
"E01007157"	6.5
"E01007158"	16.8
"E01007159"	56.7
"E01007160"	11.5
"E01007161"	32.4
"E01007162"	4.1
"E01007163"	44.9
"E01007164"	12.5
"E01007165"	7.2
"E01007166"	14.6
"E01007167"	3.9
"E01007168"	6.7
"E01007169"	5.4
"E01007170"	25.0
"E01007171"	15.7
"E01007172"	41.3
"E01007173"	6.0
"E01007174"	1.5
"E01007175"	5.0
"E01007176"	1.3
"E01007177"	5.3
"E01007178"	5.1
"E01007179"	2.9
"E01007180"	5.2
"E01007181"	4.3
"E01007182"	41.3
"E01007183"	36.5
"E01007184"	20.2
"E01007185"	7.7
"E01007186"	58.3
"E01007187"	84.9
"E01007188"	57.3
"E01007189"	72.5
"E01007190"	75.9
"E01007191"	86.7
"E01007192"	39.3
"E01007193"	19.1
"E01007194"	4.6
"E01007195"	26.7
"E01007196"	16.1
"E01007197"	28.0
"E01007198"	4.1
"E01007199"	48.1
"E01007200"	32.5
"E01007201"	10.8
"E01007202"	8.4
"E01007203"	40.6
"E01007204"	4.2
"E01007205"	3.2
"E01007206"	22.6
"E01007207"	5.6
"E01007208"	22.7
"E01007209"	6.8
"E01007210"	2.9
"E01007211"	7.0
"E01007212"	3.3
"E01007213"	8.8
"E01007214"	1.7
"E01007215"	4.7
"E01007216"	6.4
"E01007217"	1.8
"E01007218"	3.4
"E01007219"	3.6
"E01007220"	2.6
"E01007221"	21.9
"E01007222"	39.4
"E01007223"	40.2
"E01007224"	28.4
"E01007225"	26.6
"E01007226"	40.8
"E01007227"	4.3
"E01007228"	22.3
"E01007229"	5.5
"E01007230"	8.7
"E01007231"	9.9
"E01007232"	7.5
"E01007233"	3.5
"E01007234"	5.7
"E01007235"	3.7
"E01007236"	9.7
"E01007237"	4.3
"E01007238"	1.9
"E01007239"	3.0
"E01007240"	7.7
"E01007241"	39.0
"E01007242"	18.3
"E01007243"	15.5
"E01007244"	2.5
"E01007245"	7.7
"E01007246"	9.3
"E01007247"	11.3
"E01007248"	25.5
"E01007249"	3.0
"E01007250"	3.3
"E01007251"	7.4
"E01007252"	9.7
"E01007253"	6.0
"E01007254"	44.8
"E01007255"	23.3
"E01007256"	28.1
"E01007257"	5.4
"E01007258"	30.9
"E01007259"	12.3
"E01007260"	51.6
"E01007261"	62.1
"E01007262"	74.5
"E01007263"	9.2
"E01007264"	58.0
"E01007265"	8.8
"E01007266"	31.8
"E01007267"	29.2
"E01007268"	40.4
"E01007269"	2.2
"E01007270"	3.0
"E01007271"	1.5
"E01007272"	1.6
"E01007273"	2.6
