"GEOGRAPHY_CODE"	"OBS_VALUE"
"E01026731"	76.3
"E01026732"	46.6
"E01026733"	52.7
"E01026734"	4.3
"E01026735"	15.0
"E01026736"	33.0
"E01026737"	56.0
"E01026738"	57.1
"E01026739"	47.3
"E01026740"	58.0
"E01026741"	52.5
"E01026742"	69.7
"E01026743"	32.2
"E01026744"	62.0
"E01026745"	31.1
"E01026746"	34.6
"E01026747"	17.9
"E01026748"	63.3
"E01026749"	31.9
"E01026750"	36.5
"E01026751"	49.5
"E01026752"	57.6
"E01026753"	20.9
"E01026754"	30.5
"E01026755"	76.3
"E01026756"	22.6
"E01026757"	45.0
"E01026758"	28.7
"E01026759"	35.1
"E01026760"	31.7
"E01026761"	42.8
"E01026762"	53.1
"E01026763"	23.3
"E01026764"	37.1
"E01026765"	48.0
"E01026766"	54.2
"E01026767"	51.9
"E01026768"	20.1
"E01026769"	65.3
"E01026770"	14.1
"E01026771"	36.0
"E01026772"	72.1
"E01026773"	44.3
"E01026774"	45.7
"E01026775"	22.2
"E01026776"	33.2
"E01026777"	67.1
"E01026778"	31.1
"E01026779"	15.5
"E01026780"	24.3
"E01026781"	55.2
"E01026782"	35.3
"E01026783"	63.6
"E01026784"	37.7
"E01026785"	69.1
"E01026786"	64.0
"E01026787"	47.7
"E01026788"	57.2
"E01026789"	56.0
"E01026790"	49.1
"E01026791"	15.8
"E01026792"	21.3
"E01026793"	10.5
"E01026794"	31.3
"E01026796"	7.1
"E01026797"	17.6
"E01026798"	4.0
"E01026799"	4.6
"E01026800"	7.3
"E01026801"	18.3
"E01026802"	4.8
"E01026803"	2.6
"E01026804"	23.0
"E01026805"	2.7
"E01026806"	27.7
"E01026807"	8.0
"E01026808"	4.1
"E01026809"	2.2
"E01026810"	45.0
"E01026811"	71.6
"E01026812"	63.3
"E01026813"	83.5
"E01026814"	8.9
"E01026815"	35.0
"E01026816"	2.4
"E01026817"	10.6
"E01026818"	4.6
"E01026819"	2.5
"E01026820"	3.3
"E01026821"	1.1
"E01026822"	1.6
"E01026823"	2.4
"E01026824"	1.8
"E01026825"	2.7
"E01026826"	1.4
"E01026827"	1.4
"E01026828"	4.7
"E01026829"	2.8
"E01026830"	2.8
"E01026831"	0.6
"E01026832"	4.4
"E01026833"	2.8
"E01026834"	3.4
"E01026835"	3.7
"E01026836"	14.0
"E01026837"	7.0
"E01026838"	9.7
"E01026839"	1.3
"E01026840"	1.7
"E01026841"	0.7
"E01026842"	4.9
"E01026843"	4.4
"E01026844"	2.7
"E01026845"	0.8
"E01026846"	1.1
"E01026848"	1.3
"E01026849"	22.3
"E01026850"	6.2
"E01026852"	19.5
"E01026853"	2.8
"E01026855"	9.2
"E01026856"	1.9
"E01026857"	16.8
"E01026858"	3.0
"E01026859"	22.0
"E01026860"	26.0
"E01026861"	5.4
"E01026862"	22.6
"E01026863"	16.6
"E01026864"	21.7
"E01026865"	6.7
"E01026866"	4.3
"E01026867"	7.5
"E01026868"	14.9
"E01026869"	3.4
"E01026870"	16.1
"E01026871"	64.1
"E01026872"	50.5
"E01026873"	65.4
"E01026874"	64.2
"E01026875"	80.4
"E01026876"	59.9
"E01026877"	74.1
"E01026878"	56.2
"E01026879"	47.1
"E01026880"	70.4
"E01026881"	43.7
"E01026882"	77.6
"E01026883"	58.1
"E01026884"	32.1
"E01026885"	51.6
"E01026886"	60.2
"E01026887"	45.9
"E01026888"	26.1
"E01026889"	53.8
"E01026891"	22.9
"E01026892"	42.1
"E01026893"	62.2
"E01026894"	56.1
"E01026895"	55.8
"E01026896"	67.9
"E01026897"	71.5
"E01026898"	53.4
"E01026899"	59.6
"E01026900"	43.0
"E01026901"	53.4
"E01026902"	22.8
"E01026903"	57.4
"E01026904"	61.3
"E01026905"	30.1
"E01026906"	62.4
"E01026907"	59.3
"E01026908"	47.7
"E01026909"	38.6
"E01026910"	68.6
"E01026911"	25.4
"E01026912"	47.3
"E01026913"	31.5
"E01026914"	63.0
"E01026915"	53.1
"E01026916"	72.2
"E01026917"	37.2
"E01026918"	36.2
"E01026919"	43.4
"E01026920"	68.5
"E01026921"	47.1
"E01026922"	31.3
"E01026924"	56.3
"E01026925"	23.2
"E01026926"	70.8
"E01026927"	69.7
"E01026928"	46.2
"E01026929"	65.0
"E01026930"	67.8
"E01026931"	58.5
"E01026932"	47.4
"E01026933"	40.5
"E01026934"	45.7
"E01026935"	57.8
"E01026936"	65.2
"E01026937"	39.1
"E01026938"	44.9
"E01026939"	61.4
"E01026940"	31.6
"E01026941"	64.4
"E01026942"	73.2
"E01026943"	59.7
"E01026944"	61.8
"E01026945"	48.2
"E01026946"	51.8
"E01026947"	56.9
"E01026948"	74.2
"E01026949"	13.8
"E01026950"	4.9
"E01026951"	10.0
"E01026952"	13.3
"E01026953"	33.7
"E01026954"	11.4
"E01026955"	88.8
"E01026956"	20.4
"E01026957"	8.7
"E01026958"	5.0
"E01026959"	3.5
"E01026960"	5.9
"E01026961"	6.1
"E01026962"	2.8
"E01026963"	25.6
"E01026965"	7.2
"E01026966"	40.5
"E01026967"	21.3
"E01026968"	3.3
"E01026969"	6.8
"E01026970"	14.2
"E01026971"	25.6
"E01026972"	2.7
"E01026973"	4.5
"E01026974"	18.5
"E01026975"	4.5
"E01026976"	3.4
"E01026977"	59.5
"E01026978"	30.6
"E01026979"	45.1
"E01026980"	56.3
"E01026981"	4.5
"E01026982"	11.2
"E01026983"	3.2
"E01026984"	3.5
"E01026985"	26.4
"E01026986"	28.9
"E01026987"	34.7
"E01026988"	3.1
"E01026989"	41.5
"E01026990"	41.5
"E01026991"	38.4
"E01026992"	11.8
"E01026993"	56.1
"E01026994"	50.6
"E01026997"	59.2
"E01026998"	54.1
"E01026999"	39.7
"E01027000"	31.6
"E01027001"	83.5
"E01027002"	68.3
"E01027003"	34.4
"E01027004"	47.5
"E01027005"	58.9
"E01027006"	49.4
"E01027007"	16.5
"E01027008"	35.8
"E01027009"	3.6
"E01027010"	44.4
"E01027011"	50.6
"E01027012"	22.0
"E01027013"	4.1
"E01027014"	59.8
"E01027015"	60.8
"E01027016"	52.9
"E01027017"	22.0
"E01027018"	58.6
"E01027019"	29.3
"E01027020"	25.5
"E01027021"	64.3
"E01027022"	47.7
"E01027023"	52.9
"E01027024"	57.7
"E01027025"	26.7
"E01027026"	60.2
"E01027027"	56.5
"E01027028"	47.8
"E01027029"	23.9
"E01027030"	57.0
"E01027031"	55.5
"E01027032"	47.9
"E01027033"	49.8
"E01027034"	19.4
"E01027035"	27.7
"E01027037"	56.8
"E01027038"	16.9
"E01027039"	22.1
"E01027040"	26.0
"E01027041"	11.3
"E01027042"	62.6
"E01027043"	52.3
"E01027044"	60.8
"E01027045"	43.8
"E01027046"	65.8
"E01027047"	32.6
"E01027048"	39.3
"E01027049"	43.3
"E01027050"	58.7
"E01027051"	25.6
"E01027052"	51.6
"E01027053"	61.8
"E01027054"	33.5
"E01027055"	21.0
"E01027056"	13.3
"E01027057"	47.7
"E01027058"	19.3
"E01027059"	6.3
"E01027060"	4.5
"E01027061"	11.5
"E01027062"	24.8
"E01027063"	58.0
"E01027064"	43.8
"E01027065"	5.1
"E01027066"	68.3
"E01027067"	28.0
"E01027068"	59.6
"E01027069"	15.5
"E01027070"	19.0
"E01027071"	12.1
"E01027072"	12.6
"E01027073"	18.4
"E01027074"	50.4
"E01027075"	47.2
"E01027076"	28.9
"E01027077"	59.1
"E01027078"	40.1
"E01027079"	18.7
"E01027080"	43.6
"E01027081"	3.7
"E01027082"	5.1
"E01027083"	8.9
"E01027084"	23.8
"E01027085"	32.6
"E01027086"	62.7
"E01027087"	50.9
"E01027088"	57.5
"E01027089"	57.4
"E01027090"	48.9
"E01027091"	23.3
"E01027092"	32.9
"E01027094"	48.5
"E01027095"	27.3
"E01027096"	12.8
"E01027097"	43.6
"E01027098"	15.1
"E01027099"	17.2
"E01027100"	22.6
"E01027101"	31.8
"E01027102"	19.7
"E01027103"	42.0
"E01027104"	10.5
"E01027105"	2.9
"E01027106"	4.3
"E01027107"	34.9
"E01027108"	75.5
"E01027109"	44.7
"E01027110"	3.9
"E01027111"	7.3
"E01027112"	4.5
"E01027113"	15.0
"E01027114"	20.7
"E01027115"	50.5
"E01027116"	61.8
"E01027117"	22.8
"E01027119"	32.1
"E01027120"	73.2
"E01027121"	71.0
"E01027122"	13.9
"E01027123"	42.3
"E01027124"	15.4
"E01027125"	56.2
"E01027126"	22.5
"E01027127"	2.7
"E01027128"	9.0
"E01027129"	62.1
"E01027130"	22.6
"E01027131"	7.6
"E01027132"	2.2
"E01027133"	2.0
"E01027134"	2.5
"E01027135"	5.5
"E01027136"	1.8
"E01027137"	9.4
"E01027138"	47.9
"E01027139"	40.3
"E01027140"	8.7
"E01027141"	79.6
"E01027142"	33.2
"E01027143"	24.1
"E01027144"	42.3
"E01027145"	27.0
"E01027146"	23.7
"E01027147"	10.2
"E01027148"	29.1
"E01027149"	40.2
"E01027151"	3.0
"E01027152"	2.9
"E01027153"	1.6
"E01027154"	3.1
"E01027155"	2.7
"E01027156"	3.5
"E01027158"	4.9
"E01027159"	5.0
"E01027160"	39.6
"E01027161"	3.2
"E01027162"	36.5
"E01027163"	84.3
"E01027164"	39.9
"E01027165"	80.7
"E01027166"	53.7
"E01027167"	64.2
"E01027168"	3.1
"E01027169"	6.2
"E01027170"	3.1
"E01027171"	17.4
"E01027172"	18.0
"E01027173"	3.2
"E01027174"	75.0
"E01027175"	13.8
"E01027176"	48.4
"E01027177"	5.4
"E01027178"	6.3
"E01027179"	2.9
"E01027180"	7.5
"E01027181"	7.1
"E01027182"	34.0
"E01027183"	63.4
"E01027184"	4.9
"E01027185"	3.6
"E01027186"	3.3
"E01027187"	8.8
"E01027188"	6.6
"E01027189"	3.9
"E01027190"	15.3
"E01027191"	3.7
"E01027192"	1.8
"E01027193"	41.8
"E01027194"	23.6
"E01027195"	7.6
"E01027196"	31.3
"E01027197"	15.4
"E01027198"	4.0
"E01027199"	7.5
"E01027200"	11.3
"E01027201"	36.5
"E01027202"	40.5
"E01027203"	62.5
"E01027204"	35.2
"E01027205"	73.3
"E01027206"	66.0
"E01027207"	19.3
"E01027208"	55.5
"E01027209"	43.2
"E01027210"	16.6
"E01027211"	13.4
"E01027212"	54.3
"E01027213"	29.5
"E01027214"	9.7
"E01027215"	13.4
"E01027216"	24.5
"E01027217"	25.2
"E01027218"	20.3
"E01027219"	19.2
"E01027220"	15.4
"E01027221"	29.9
"E01027222"	50.3
"E01027223"	1.5
"E01027224"	11.2
"E01027225"	2.4
"E01027226"	2.7
"E01027227"	3.1
"E01027228"	2.1
"E01027229"	3.7
"E01027230"	3.7
"E01027231"	7.6
"E01027232"	11.1
"E01027233"	12.9
"E01027234"	33.9
"E01027235"	10.3
"E01027236"	13.1
"E01027237"	4.0
"E01027238"	2.6
"E01027239"	5.2
"E01027240"	26.8
"E01027241"	4.2
"E01027242"	2.9
"E01027243"	3.7
"E01027244"	2.4
"E01027245"	30.0
"E01027246"	9.9
"E01027247"	31.3
"E01027248"	8.2
"E01027249"	10.5
"E01027250"	72.8
"E01027252"	21.8
"E01027253"	65.4
"E01027254"	82.3
"E01027255"	60.8
"E01027256"	42.1
"E01027257"	42.0
"E01027258"	79.5
"E01027259"	53.5
"E01027260"	70.1
"E01027261"	52.5
"E01027262"	61.2
"E01027263"	25.1
"E01027264"	31.2
"E01027265"	31.0
"E01027266"	79.4
"E01027267"	23.7
"E01027268"	46.7
"E01027269"	12.3
"E01027270"	69.7
"E01027271"	58.6
"E01027272"	30.0
"E01027273"	37.6
"E01027274"	69.9
"E01027275"	56.0
"E01027276"	42.5
"E01027277"	51.3
"E01027279"	12.8
"E01027280"	46.5
"E01027281"	15.0
"E01027282"	29.0
"E01027283"	61.7
"E01027284"	41.2
"E01027285"	44.5
"E01027286"	37.3
"E01027287"	45.7
"E01027288"	32.9
"E01027289"	53.1
"E01027290"	47.1
"E01027291"	47.9
"E01027292"	15.5
"E01027293"	53.1
"E01027294"	38.2
"E01027295"	55.1
"E01027296"	48.5
"E01027297"	51.9
"E01027298"	51.5
"E01027299"	22.2
"E01027300"	80.5
"E01027301"	37.0
"E01027302"	5.6
"E01027303"	37.3
"E01027304"	63.4
"E01027305"	42.8
"E01027306"	57.4
"E01027307"	39.9
"E01027308"	39.8
"E01027309"	17.1
"E01027310"	5.1
"E01027311"	53.5
"E01027312"	11.2
"E01027313"	4.0
"E01027314"	3.1
"E01027315"	6.2
"E01027316"	7.4
"E01027317"	11.0
"E01027318"	5.0
"E01027319"	16.1
"E01027320"	11.4
"E01027321"	60.2
"E01027322"	44.4
"E01027323"	13.6
"E01027324"	59.1
"E01027325"	22.6
"E01027326"	32.1
"E01027327"	14.5
"E01027328"	11.7
"E01027329"	40.8
"E01027330"	18.5
"E01027331"	5.5
"E01027332"	30.3
"E01027333"	73.1
"E01027334"	8.2
"E01027335"	33.3
"E01027336"	16.7
"E01027337"	18.9
"E01027338"	45.2
"E01027339"	4.8
"E01027340"	7.8
"E01027341"	2.5
"E01027342"	12.2
"E01027343"	45.7
"E01027344"	43.6
"E01027345"	76.3
"E01027346"	65.2
"E01027347"	80.7
"E01027348"	34.4
"E01027349"	3.9
"E01027350"	17.1
"E01027351"	9.7
"E01027352"	8.4
"E01027353"	45.8
"E01027354"	31.1
"E01027355"	50.1
"E01027356"	40.6
"E01027357"	70.8
"E01027358"	10.4
"E01027359"	5.9
"E01027361"	6.1
"E01027362"	22.8
"E01027363"	7.7
"E01027364"	38.1
"E01027365"	50.4
"E01027366"	36.6
"E01027367"	29.5
"E01027368"	34.5
"E01027369"	42.6
"E01027370"	57.8
"E01027371"	23.3
"E01027372"	40.2
"E01027373"	47.2
"E01027374"	30.3
"E01027375"	44.5
"E01027376"	2.7
"E01027377"	7.3
"E01027378"	48.9
"E01027379"	44.4
"E01027380"	29.5
"E01027381"	39.7
"E01027382"	38.5
"E01027383"	16.3
"E01027384"	36.2
"E01027385"	2.8
"E01027386"	27.6
"E01027387"	7.7
"E01027388"	3.9
"E01027389"	7.3
"E01027390"	19.6
"E01027391"	21.2
"E01027392"	3.8
"E01027393"	4.9
"E01027394"	5.6
"E01027395"	6.2
"E01027396"	5.7
"E01027397"	1.9
"E01027398"	6.2
"E01027399"	23.2
"E01027400"	52.0
"E01027401"	77.3
"E01027402"	67.7
"E01027403"	62.2
"E01027404"	5.8
"E01027405"	16.8
"E01027406"	22.5
"E01027407"	8.6
"E01027408"	6.4
"E01027409"	9.5
"E01027410"	49.5
"E01027411"	7.3
"E01027412"	8.4
"E01027413"	6.6
"E01027414"	4.0
"E01027415"	3.7
"E01027416"	4.2
"E01027417"	8.8
"E01027418"	23.4
"E01027419"	5.6
"E01027420"	21.4
"E01027421"	13.5
"E01027422"	4.9
"E01027423"	2.5
"E01027424"	8.5
"E01027425"	39.1
"E01027426"	14.0
"E01027427"	4.2
"E01027428"	10.7
"E01027429"	5.0
"E01027430"	9.2
"E01027431"	1.6
"E01027432"	3.7
"E01027433"	12.9
"E01027434"	11.0
"E01027435"	27.3
"E01027436"	23.2
"E01027437"	42.7
"E01027438"	5.1
"E01027439"	61.8
"E01027440"	22.3
"E01027441"	12.8
"E01027442"	5.7
"E01027443"	13.4
"E01027444"	27.0
"E01027445"	33.0
"E01027446"	26.5
"E01027447"	51.4
"E01027448"	61.3
"E01027449"	35.9
"E01027450"	57.3
"E01027451"	3.2
"E01027452"	26.5
"E01027453"	4.4
"E01027455"	44.9
"E01027456"	82.0
"E01027457"	25.8
"E01027458"	34.9
"E01027460"	34.2
"E01027461"	13.4
"E01027462"	6.5
"E01027463"	39.5
"E01027464"	57.5
"E01027465"	42.5
"E01027466"	7.4
"E01027468"	93.2
"E01027469"	93.5
"E01027471"	90.7
"E01027472"	42.0
"E01027473"	45.7
"E01027474"	17.4
"E01027475"	42.8
"E01027476"	16.7
"E01027477"	62.6
"E01027478"	32.1
"E01027479"	36.4
"E01027480"	47.6
"E01027481"	25.8
"E01027482"	29.6
"E01027483"	44.0
"E01027484"	50.9
"E01027485"	21.5
"E01027486"	8.2
"E01027487"	18.6
"E01027488"	30.4
"E01027489"	42.3
"E01027490"	7.6
"E01027491"	67.0
"E01027492"	17.1
"E01027493"	6.5
"E01027494"	33.9
"E01027495"	48.5
"E01027496"	23.5
"E01027497"	35.0
"E01027498"	14.7
"E01027499"	24.5
"E01027500"	12.1
"E01027501"	20.0
"E01027502"	40.2
"E01027503"	46.9
"E01027504"	53.9
"E01027505"	67.8
"E01027506"	52.2
"E01027507"	53.5
"E01027508"	16.6
"E01027509"	30.8
"E01027510"	35.4
"E01027511"	43.0
"E01027512"	48.6
"E01027513"	29.8
"E01027514"	24.5
"E01027515"	15.0
"E01027516"	38.3
"E01027517"	29.7
"E01027518"	7.6
"E01027519"	3.7
"E01027520"	62.0
"E01027521"	68.8
"E01027522"	8.7
"E01027523"	12.1
"E01027524"	10.6
"E01027525"	19.2
"E01027526"	68.1
"E01027527"	3.2
"E01027528"	1.4
"E01027529"	2.4
"E01027530"	10.6
"E01027531"	17.8
"E01027532"	21.9
"E01027533"	10.5
"E01027534"	3.4
"E01027535"	11.0
"E01027536"	42.9
"E01027537"	3.9
"E01027538"	49.7
"E01027539"	2.1
"E01027540"	5.8
"E01027541"	3.8
"E01027542"	8.8
"E01027543"	3.0
"E01027544"	1.3
"E01027545"	3.8
"E01027546"	2.2
"E01027549"	41.4
"E01027550"	8.2
"E01027551"	4.0
"E01027552"	9.8
"E01027553"	23.3
"E01027554"	5.2
"E01027555"	34.8
"E01027556"	26.1
"E01027557"	55.6
"E01027558"	39.0
"E01027559"	19.3
"E01027560"	25.3
"E01027561"	38.4
"E01027562"	48.3
"E01027563"	15.1
"E01027564"	6.3
"E01027565"	16.9
"E01027566"	27.1
"E01027567"	28.9
"E01027568"	25.5
"E01027569"	59.6
"E01027570"	31.7
"E01027571"	41.8
"E01027572"	10.4
"E01027573"	40.9
"E01027574"	21.9
"E01027575"	6.6
"E01027576"	54.2
"E01027577"	4.9
"E01027578"	1.8
"E01027579"	3.1
"E01027580"	5.5
"E01027581"	3.2
"E01027582"	2.4
"E01027583"	12.1
"E01027584"	19.6
"E01027585"	43.7
"E01027586"	32.2
"E01027587"	30.4
"E01027588"	41.1
"E01027589"	47.3
"E01027590"	24.4
"E01027591"	54.4
"E01027592"	62.9
"E01027593"	57.0
"E01027594"	17.0
"E01027595"	52.8
"E01027596"	47.3
"E01027597"	31.5
"E01027598"	42.6
"E01027599"	11.1
"E01027600"	48.9
"E01027601"	59.8
"E01027603"	61.2
"E01027604"	62.1
"E01027605"	4.7
"E01027606"	43.5
"E01027607"	77.8
"E01027608"	3.2
"E01027609"	9.4
"E01027610"	16.8
"E01027611"	42.1
"E01027612"	10.6
"E01027613"	53.0
"E01027614"	23.5
"E01027615"	51.5
"E01027616"	23.8
"E01027617"	52.7
"E01027618"	63.7
"E01027619"	41.4
"E01027620"	15.8
"E01027621"	38.9
"E01027622"	57.3
"E01027623"	38.8
"E01027624"	78.3
"E01027625"	19.4
"E01027626"	58.8
"E01027627"	58.2
"E01027628"	56.8
"E01027629"	11.6
"E01027630"	11.7
"E01027631"	42.2
"E01027632"	37.1
"E01027633"	58.7
"E01027634"	59.1
"E01027635"	46.5
"E01027636"	58.5
"E01027637"	63.4
"E01027638"	23.7
"E01027639"	36.9
"E01027640"	6.0
"E01027641"	74.4
"E01027642"	57.3
"E01027643"	38.1
"E01027644"	42.9
"E01027645"	28.5
"E01027646"	56.5
"E01027647"	60.9
"E01027648"	7.2
"E01027649"	2.9
"E01027650"	6.9
"E01027651"	3.6
"E01027652"	9.1
"E01027653"	29.1
"E01027654"	56.6
"E01027655"	17.9
"E01027656"	10.1
"E01027657"	2.0
"E01027658"	3.6
"E01027659"	1.8
"E01027660"	53.7
"E01027661"	23.6
"E01027662"	37.3
"E01027663"	17.8
"E01027664"	36.8
"E01027665"	53.2
"E01027666"	55.6
"E01027667"	59.1
"E01027668"	19.2
"E01027669"	10.8
"E01027670"	49.6
"E01027671"	67.2
"E01027672"	47.5
"E01027673"	16.1
"E01027674"	65.3
"E01027675"	40.6
"E01027676"	4.0
"E01027677"	5.9
"E01027678"	2.0
"E01027679"	4.6
"E01027680"	3.0
"E01027681"	46.5
"E01027682"	62.8
"E01027683"	65.4
"E01027684"	56.6
"E01027685"	20.4
"E01027686"	54.7
"E01027687"	46.8
"E01027688"	55.7
"E01027689"	5.9
"E01027690"	20.0
"E01027691"	35.0
"E01027692"	5.6
"E01027693"	55.5
"E01027694"	51.4
"E01027695"	53.7
"E01027696"	55.2
"E01027697"	19.6
"E01027698"	66.6
"E01027699"	81.5
"E01027700"	68.9
"E01027701"	52.0
"E01027702"	22.5
"E01027703"	51.9
"E01027704"	55.9
"E01027705"	14.2
"E01027706"	6.6
"E01027707"	18.8
"E01027708"	27.3
"E01027709"	44.7
"E01027710"	17.9
"E01027711"	11.4
"E01027712"	55.9
"E01027713"	28.3
"E01027714"	28.5
"E01027715"	26.2
"E01027716"	75.0
"E01027717"	20.3
"E01027718"	53.2
"E01027719"	39.7
"E01027720"	13.9
"E01027721"	42.9
"E01027722"	51.8
"E01027723"	15.7
"E01027724"	54.0
"E01027725"	46.7
"E01027726"	14.2
"E01027727"	3.9
"E01027728"	7.1
"E01027729"	2.0
"E01027730"	12.5
"E01027731"	15.6
"E01027732"	28.1
"E01027733"	46.3
"E01027734"	59.7
"E01027735"	65.8
"E01027736"	48.0
"E01027737"	44.7
"E01027738"	10.8
"E01027739"	3.1
"E01027740"	1.6
"E01027741"	4.1
"E01027742"	43.4
"E01027743"	50.4
"E01027744"	47.4
"E01027745"	45.4
"E01027746"	38.1
"E01027747"	24.9
"E01027748"	38.2
"E01027749"	5.1
"E01027750"	12.8
"E01027751"	56.1
"E01027752"	41.7
"E01027753"	31.6
"E01027754"	22.6
"E01027756"	44.1
"E01027758"	56.9
"E01027759"	47.7
"E01027760"	40.5
"E01027761"	59.0
"E01027762"	51.1
"E01027763"	39.0
"E01027764"	38.4
"E01027765"	13.4
"E01027766"	13.5
"E01027767"	22.9
"E01027768"	57.5
"E01027769"	25.4
"E01027770"	17.1
"E01027771"	11.5
"E01027772"	40.1
"E01027773"	51.6
"E01027774"	45.5
"E01027775"	52.6
"E01027776"	56.9
"E01027777"	55.3
"E01027778"	50.5
"E01027779"	40.7
"E01027780"	51.9
"E01027781"	32.9
"E01027782"	44.6
"E01027783"	49.3
"E01027784"	22.5
"E01027785"	11.9
"E01027786"	50.9
"E01027787"	14.9
"E01027788"	34.6
"E01027789"	9.0
"E01027790"	13.6
"E01027791"	48.3
"E01027792"	44.5
"E01027793"	27.0
"E01027794"	65.7
"E01027795"	14.8
"E01027796"	43.4
"E01027797"	58.3
"E01027798"	31.5
"E01027799"	56.2
"E01027800"	56.0
"E01027801"	44.7
"E01027802"	52.0
"E01027803"	47.3
"E01027804"	1.5
"E01027805"	3.8
"E01027806"	1.2
"E01027807"	34.1
"E01027808"	23.4
"E01027809"	32.9
"E01027810"	1.2
"E01027811"	1.0
"E01027812"	2.7
"E01027813"	49.3
"E01027814"	39.4
"E01027815"	53.4
"E01027816"	44.7
"E01027817"	3.2
"E01027818"	4.7
"E01027819"	4.7
"E01027820"	3.6
"E01027821"	63.8
"E01027822"	46.8
"E01027823"	44.4
"E01027824"	34.3
"E01027825"	6.6
"E01027826"	6.1
"E01027827"	6.5
"E01027828"	33.0
"E01027829"	36.8
"E01027830"	20.4
"E01027831"	51.8
"E01027832"	29.8
"E01027833"	52.3
"E01027834"	39.7
"E01027835"	35.2
"E01027836"	48.0
"E01027837"	10.2
"E01027838"	36.5
"E01027839"	17.9
"E01027840"	24.0
"E01027841"	43.3
"E01027842"	17.4
"E01027843"	8.1
"E01027844"	31.3
"E01027845"	24.2
"E01027846"	2.3
"E01027847"	1.0
"E01027848"	17.0
"E01027849"	10.7
"E01027850"	1.7
"E01027851"	1.9
"E01027852"	2.0
"E01027853"	10.0
"E01027854"	1.2
"E01027855"	72.3
"E01027856"	48.2
"E01027857"	56.3
"E01027858"	28.8
"E01027859"	42.5
"E01027860"	26.1
"E01027861"	7.4
"E01027862"	3.3
"E01027863"	31.1
"E01027864"	8.8
"E01027865"	4.5
"E01027866"	26.0
"E01027867"	43.6
"E01027868"	7.2
"E01027869"	3.5
"E01027870"	14.0
"E01027871"	18.2
"E01027872"	10.7
"E01027873"	38.3
"E01027874"	5.9
"E01027875"	64.8
"E01027876"	45.0
"E01027877"	29.1
"E01027878"	4.7
"E01027879"	54.3
"E01027880"	70.1
"E01027881"	29.8
"E01027882"	54.6
"E01027883"	58.6
"E01027884"	33.8
"E01027885"	52.9
"E01027886"	45.7
"E01027887"	58.0
"E01027888"	51.4
"E01027889"	29.3
"E01027890"	64.1
"E01027891"	55.0
"E01027892"	28.9
"E01027893"	46.2
"E01027894"	42.2
"E01027895"	66.9
"E01027896"	51.0
"E01027897"	61.5
"E01027898"	45.3
"E01027899"	58.4
"E01027900"	61.2
"E01027901"	61.3
"E01027902"	46.8
"E01027903"	65.2
"E01027904"	51.0
"E01027905"	18.2
"E01027906"	25.4
"E01027907"	3.3
"E01027908"	3.8
"E01027909"	4.5
"E01027910"	10.6
"E01027911"	15.6
"E01027912"	18.4
"E01027913"	33.0
"E01027914"	53.8
"E01027915"	18.5
"E01027916"	16.2
"E01027917"	50.2
"E01027918"	13.8
"E01027919"	17.3
"E01027920"	39.4
"E01027921"	23.8
"E01027922"	39.7
"E01027923"	52.4
"E01027924"	63.9
"E01027925"	36.3
"E01027926"	7.7
"E01027927"	14.9
"E01027928"	8.4
"E01027929"	30.0
"E01027930"	5.6
"E01027931"	17.5
"E01027932"	16.0
"E01027933"	7.2
"E01027934"	45.7
"E01027935"	11.7
"E01027936"	81.0
"E01027937"	8.4
"E01027938"	71.3
"E01027939"	3.8
"E01027940"	54.6
"E01027941"	23.1
"E01027942"	16.4
"E01027943"	24.8
"E01027944"	51.9
"E01027945"	30.5
"E01027946"	40.4
"E01027947"	50.3
"E01027948"	36.0
"E01027949"	28.1
"E01027950"	32.1
"E01027951"	3.9
"E01027952"	9.4
"E01027953"	46.3
"E01027954"	4.6
"E01027955"	9.8
"E01027956"	21.7
"E01027957"	19.6
"E01027958"	6.0
"E01027959"	79.5
"E01027960"	29.0
"E01027961"	51.6
"E01027962"	43.6
"E01027963"	36.2
"E01027964"	7.9
"E01027965"	7.2
"E01027966"	10.6
"E01027967"	10.2
"E01027968"	15.4
"E01027969"	20.2
"E01027970"	31.5
"E01027971"	50.7
"E01027972"	33.3
"E01027973"	47.2
"E01027974"	4.6
"E01027975"	22.6
"E01027976"	7.6
"E01027977"	11.6
"E01027978"	5.3
"E01027979"	49.1
"E01027980"	15.8
"E01027981"	56.7
"E01027982"	28.3
"E01027983"	11.4
"E01027984"	43.1
"E01027985"	20.5
"E01027986"	16.7
"E01027987"	16.3
"E01027988"	48.7
"E01027989"	43.3
"E01027990"	41.3
"E01027991"	20.3
"E01027992"	66.0
"E01027993"	61.4
"E01027994"	51.0
"E01027995"	47.9
"E01027996"	28.7
"E01027997"	45.2
"E01027998"	43.1
"E01027999"	58.6
"E01028000"	52.7
"E01028001"	7.1
"E01028002"	46.1
"E01028003"	34.0
"E01028004"	41.6
"E01028005"	63.6
"E01028006"	54.3
"E01028007"	74.7
"E01028008"	22.5
"E01028009"	64.2
"E01028010"	57.4
"E01028011"	12.5
"E01028012"	21.0
"E01028013"	28.4
"E01028014"	7.3
"E01028015"	28.1
"E01028016"	22.1
"E01028017"	9.3
"E01028018"	50.2
"E01028019"	14.3
"E01028020"	7.3
"E01028021"	35.7
"E01028022"	22.0
"E01028023"	65.8
"E01028024"	38.1
"E01028025"	4.7
"E01028026"	14.4
