areacd,value
E01012609,152500
E01012610,199995
E01012611,143000
E01012612,160000
E01012613,209950
E01012614,153500
E01012615,95000
E01012616,212498
E01012617,84000
E01012618,126500
E01012619,:
E01012620,169975
E01012621,83000
E01012622,53750
E01012623,81000
E01012624,59999
E01012625,75000
E01012628,205000
E01012629,89056
E01012630,80000
E01012631,82000
E01012632,145000
E01012633,117500
E01012634,207495
E01012635,129950
E01012636,159500
E01012637,:
E01012638,95000
E01012639,93000
E01012640,80000
E01012641,65500
E01012642,127000
E01012643,90000
E01012644,119000
E01012645,115000
E01012646,62500
E01012647,100000
E01012648,55000
E01012649,64950
E01012650,58000
E01012651,98500
E01012652,176000
E01012653,83500
E01012654,88000
E01012655,:
E01012656,:
E01012657,84000
E01012658,85000
E01012659,112500
E01012660,157000
E01012661,93000
E01032485,305000
E01032486,235000
E01012662,120000
E01012663,125000
E01012664,120000
E01012665,121750
E01012666,134000
E01012667,135000
E01012668,122000
E01012669,124750
E01012670,61500
E01012671,61500
E01012672,90000
E01012673,:
E01012674,94000
E01012675,71000
E01012676,105000
E01012677,105000
E01012678,90000
E01012679,65500
E01012680,95250
E01012681,49950
E01012682,61000
E01012683,89000
E01012684,71000
E01012685,95000
E01012686,83500
E01012687,79975
E01012688,111250
E01012689,107500
E01012690,110000
E01012691,95000
E01012692,110500
E01012693,95000
E01012694,98500
E01012695,90975
E01012696,94000
E01012697,118000
E01012698,73750
E01012699,127500
E01012700,132975
E01012701,110000
E01012702,113750
E01012703,125000
E01012704,117000
E01012705,112050
E01012706,115500
E01012707,78000
E01012708,101000
E01012709,77000
E01012710,152000
E01012711,120000
E01012712,125000
E01012713,102000
E01012714,161495
E01012715,123750
E01012716,116500
E01012717,156000
E01012718,149000
E01012719,158000
E01012720,82000
E01012721,76000
E01012722,158000
E01012723,118000
E01012724,:
E01012725,124000
E01012726,134500
E01012727,162500
E01012728,118000
E01012729,145000
E01012730,212475
E01012731,103750
E01012732,140000
E01012733,94000
E01012734,117000
E01012735,90000
E01012736,65000
E01012737,76750
E01012738,69000
E01012739,85000
E01012740,120000
E01012741,111000
E01012742,108000
E01012743,85000
E01012744,80000
E01012745,101250
E01012746,95000
E01012747,162500
E01012748,95000
E01012749,134975
E01012750,114000
E01012751,82000
E01012752,134250
E01012753,167500
E01012754,94000
E01012755,180000
E01012756,138000
E01012757,106500
E01012758,212500
E01012759,84500
E01012760,93000
E01012761,66500
E01012762,161000
E01012763,132500
E01012764,141500
E01012765,109250
E01012766,140000
E01012767,123300
E01012768,115000
E01012769,130000
E01012770,185000
E01012771,130000
E01012772,106000
E01012773,99000
E01012774,118000
E01012775,115000
E01012776,100000
E01012777,159750
E01012778,:
E01012779,:
E01012780,70000
E01012781,83000
E01012782,80000
E01012783,70000
E01012784,135000
E01012785,:
E01012786,75000
E01012787,72000
E01012788,74975
E01012789,86000
E01012790,83000
E01012791,165000
E01012792,139950
E01012793,202500
E01012794,135000
E01012795,125000
E01012796,132000
E01012797,102000
E01012798,107500
E01012799,93500
E01012800,115500
E01012801,107000
E01012802,118000
E01012803,115000
E01012804,120000
E01012805,66000
E01012806,68250
E01012807,145000
E01012808,71750
E01012809,72000
E01012810,128000
E01012811,119000
E01012812,172750
E01012813,148000
E01012814,148000
E01012815,126500
E01012816,120000
E01012817,91000
E01012818,140000
E01012819,105000
E01012820,115000
E01012821,165495
E01012822,134000
E01012823,111500
E01012824,156411
E01012825,170000
E01012826,92500
E01012827,132250
E01012828,117500
E01012829,125000
E01012830,110000
E01012832,156995
E01012833,86250
E01012834,72500
E01012835,139000
E01012836,81000
E01012837,82000
E01012838,84950
E01012839,165000
E01012840,78000
E01012841,:
E01012842,82000
E01012843,88000
E01012844,:
E01012845,65000
E01012846,:
E01012847,88000
E01012848,70000
E01012849,88500
E01012850,81000
E01012851,81000
E01012852,97000
E01012854,87000
E01012855,82000
E01012856,72500
E01012857,74000
E01012858,108750
E01012859,59975
E01012860,134500
E01012862,78500
E01012863,114500
E01012864,74250
E01012865,68000
E01012866,93000
E01012867,63500
E01012868,83000
E01012869,80000
E01012870,80000
E01012871,105000
E01012872,102500
E01012873,74400
E01012874,94000
E01012875,:
E01012876,:
E01012877,:
E01012878,80000
E01012879,:
E01012880,:
E01012881,:
E01012882,128500
E01012883,125000
E01012884,105250
E01012886,134000
E01012887,99975
E01012888,59250
E01012889,62000
E01012891,69125
E01012892,65000
E01012893,61500
E01012894,141995
E01012895,:
E01012896,120250
E01012897,:
E01012898,84500
E01012899,92000
E01012900,58625
E01012901,106000
E01012902,108250
E01012903,63000
E01012904,154500
E01012905,100000
E01012906,88000
E01012907,110000
E01012908,118500
E01012909,128000
E01012910,110000
E01012911,170000
E01012912,125000
E01012913,93750
E01012914,105000
E01012915,95000
E01012916,138500
E01012917,104000
E01012918,100000
E01032595,127000
E01033104,161495
E01033105,156000
E01033106,153000
E01033107,153000
E01033108,199995
E01033109,109000
E01033110,135995
E01012919,269975
E01012920,380000
E01012921,215000
E01012922,176250
E01012923,124950
E01012924,234500
E01012925,235000
E01012926,170000
E01012927,192750
E01012928,98500
E01012929,123975
E01012930,147000
E01012931,116250
E01012932,127000
E01012933,158950
E01012934,129500
E01012935,174500
E01012936,155000
E01012937,162500
E01012938,137500
E01012939,222000
E01012940,148000
E01012941,142000
E01012942,177350
E01012943,111000
E01012944,93000
E01012945,122000
E01012946,103000
E01012947,161500
E01012948,100000
E01012949,122250
E01012950,206225
E01012951,171500
E01012952,154500
E01012953,148475
E01012954,257248
E01012955,173000
E01012956,235000
E01012957,115500
E01012958,200000
E01012959,150000
E01012960,230000
E01012961,198500
E01012962,220000
E01012963,150000
E01012964,152000
E01012965,290000
E01012966,220500
E01012967,225000
E01012968,280000
E01012969,255000
E01012970,281750
E01012972,225000
E01012973,174250
E01012974,162000
E01012975,170000
E01012976,141500
E01012977,168000
E01012978,212500
E01012979,149350
E01012980,113750
E01012981,195000
E01012982,135250
E01012983,160000
E01012984,241000
E01012985,187500
E01012986,132000
E01012987,165000
E01012988,235000
E01012989,180000
E01012990,210000
E01012991,190000
E01012992,162500
E01012993,155000
E01012994,137750
E01012995,120000
E01012996,190000
E01012997,80000
E01012998,169000
E01012999,67000
E01013000,83500
E01013001,115000
E01013002,93000
E01013003,129000
E01013004,95500
E01013005,265500
E01013006,147250
E01013007,198750
E01013008,132000
E01013009,140000
E01013010,148000
E01013011,157000
E01013012,274995
E01013013,123750
E01013014,139975
E01013015,207498
E01013016,300000
E01013017,241495
E01013018,141375
E01013019,183000
E01013020,222500
E01013021,142500
E01013022,303750
E01013023,227500
E01013024,162475
E01013025,225000
E01013026,161000
E01013027,176250
E01013028,165000
E01013029,115000
E01013030,155000
E01013031,160000
E01013032,134975
E01013033,157000
E01013034,192000
E01013035,232500
E01013036,167000
E01013037,148500
E01013038,127000
E01013039,238000
E01013040,184500
E01013041,188500
E01013042,281500
E01013043,182500
E01013044,258995
E01013045,135000
E01013046,168000
E01013047,150000
E01013048,202500
E01013049,126500
E01013050,147250
E01013051,134000
E01013052,260000
E01013053,299995
E01013054,215000
E01013055,185000
E01013056,195000
E01013057,260500
E01013058,249750
E01013059,225000
E01013060,285000
E01013061,226250
E01013062,182475
E01013063,295000
E01013064,245000
E01013065,182500
E01013066,239500
E01013067,238000
E01013068,340000
E01013069,163000
E01013070,300000
E01013071,159950
E01013072,136500
E01013073,269995
E01013074,144950
E01013075,210000
E01013076,132000
E01013077,175000
E01013078,177500
E01013079,148500
E01013080,85975
E01013081,170000
E01013082,121000
E01013083,88000
E01013084,85500
E01013085,137250
E01013086,147500
E01013087,150000
E01013088,421250
E01013089,265000
E01013090,225000
E01013091,223000
E01013092,255000
E01013093,360000
E01013094,162500
E01013095,139000
E01013096,143750
E01013097,129500
E01013098,155000
E01013099,127475
E01013100,160000
E01013101,154975
E01013102,126750
E01013103,155000
E01013104,157500
E01013105,227750
E01013106,151000
E01013107,199998
E01013108,247500
E01013110,207500
E01013111,208500
E01013112,219000
E01013113,180000
E01013114,350000
E01013115,171500
E01013116,329998
E01013117,250500
E01013118,249000
E01013119,363325
E01013120,275000
E01013121,215000
E01013122,305000
E01013123,175000
E01013124,163000
E01013125,188750
E01013126,359975
E01013127,250500
E01032596,128250
E01033495,177250
E01033496,225000
E01013128,98750
E01013129,127500
E01013130,112000
E01013131,115000
E01013132,155500
E01013133,116500
E01013134,127750
E01013135,132000
E01013136,:
E01013137,:
E01013138,40000
E01013139,50000
E01013140,58000
E01013141,70520
E01013142,58000
E01013143,75000
E01013144,72000
E01013145,160000
E01013146,128250
E01013147,79000
E01013148,172000
E01013149,142500
E01013150,133000
E01013151,202500
E01013152,235000
E01013153,182500
E01013154,168750
E01013155,207500
E01013156,227498
E01013157,185000
E01013158,107750
E01013159,109950
E01013160,117250
E01013161,62500
E01013162,87500
E01013163,160000
E01013164,124000
E01013165,56250
E01013166,160000
E01013167,192500
E01013168,206000
E01013169,160000
E01013170,180000
E01013171,190000
E01013172,178000
E01013173,165000
E01013174,50000
E01013175,148725
E01013176,117500
E01013177,82750
E01013178,137750
E01013179,111000
E01013180,128000
E01013181,57250
E01013182,170000
E01013183,138750
E01013184,127250
E01013185,134250
E01013186,156500
E01013187,97500
E01013188,132500
E01013189,155000
E01013190,184975
E01013191,190000
E01013192,123000
E01013193,164000
E01013194,152000
E01013195,84500
E01013196,74000
E01013197,125000
E01013198,102125
E01013199,93500
E01013200,135000
E01013201,71500
E01013202,72000
E01013203,65000
E01013204,105250
E01013205,70000
E01013206,89000
E01013207,90000
E01013208,:
E01013209,65000
E01013210,65000
E01013211,123300
E01013212,:
E01013213,135000
E01013214,200000
E01013215,205000
E01013216,178000
E01013217,184000
E01013218,48500
E01013219,103995
E01013220,62000
E01013221,54000
E01013222,51000
E01013223,204500
E01013224,194950
E01013225,250000
E01013226,151500
E01013227,122000
E01013228,129000
E01013229,131750
E01013231,85000
E01013233,94000
E01013234,100250
E01033414,115000
E01013236,134950
E01013237,94950
E01013238,90000
E01013239,126500
E01013240,125000
E01013241,182000
E01013242,237000
E01013243,197500
E01013244,158300
E01013245,95000
E01013246,131000
E01013247,174000
E01013248,161500
E01013249,120000
E01013250,185000
E01013251,220000
E01013252,249000
E01013253,224950
E01013254,133500
E01013255,164975
E01013256,161475
E01013257,175000
E01013258,147250
E01013259,204950
E01013260,148000
E01013261,149500
E01013262,152500
E01013263,143500
E01013264,128000
E01013265,160975
E01013266,140000
E01013267,222000
E01013268,195000
E01013269,240000
E01013270,137500
E01013271,123000
E01013272,125000
E01013273,202000
E01013274,153000
E01013275,137750
E01013276,137475
E01013277,128500
E01013278,80000
E01013279,125000
E01013280,112000
E01013281,95500
E01013282,127745
E01013283,87500
E01013284,89000
E01013285,121000
E01013286,125975
E01013287,107975
E01013288,142000
E01013289,154000
E01013290,187000
E01013291,111250
E01013292,135000
E01013293,167000
E01013294,177500
E01013295,120000
E01013296,55000
E01013297,112500
E01013298,96000
E01013299,92500
E01013300,79500
E01013301,119000
E01013302,130000
E01013303,88950
E01013304,195000
E01013305,223500
E01013306,170500
E01013307,200000
E01013308,115500
E01013309,142000
E01013310,104000
E01013311,83000
E01013312,90000
E01013313,102500
E01013314,115000
E01013315,100000
E01013316,146000
E01013317,135000
E01013318,124000
E01013319,110000
E01013320,115000
E01013321,155000
E01013322,235000
E01013323,119000
E01013324,255000
E01013325,170000
E01013326,217750
E01013327,150000
E01013328,232000
E01013329,190000
E01013330,72500
E01013331,93750
E01013332,109250
E01013333,127000
E01013334,116500
E01033296,128000
E01033297,152500
E01013335,197500
E01013336,240000
E01013337,222500
E01013338,235000
E01013339,255000
E01013340,417500
E01013341,245000
E01013342,288000
E01013343,188000
E01013344,385000
E01013345,182500
E01013346,270000
E01013347,191000
E01013348,187500
E01013349,176000
E01013350,185000
E01013351,352000
E01013352,252000
E01013353,209000
E01013354,252500
E01013355,230000
E01013356,219500
E01013357,380000
E01013358,283750
E01013359,202000
E01013360,253750
E01013361,255650
E01013362,282402
E01013363,166750
E01013364,242500
E01013365,267750
E01013366,300000
E01013368,250000
E01013369,250000
E01013370,215000
E01013371,296500
E01013372,212500
E01013373,280000
E01013374,340000
E01013375,325000
E01013376,267000
E01013377,272500
E01013378,245000
E01013379,327000
E01013380,285000
E01013381,229250
E01013382,188000
E01013383,193853
E01013384,199750
E01013385,198475
E01013386,176500
E01013387,395000
E01013388,225000
E01013389,247500
E01013390,165000
E01013391,191500
E01013392,265000
E01013393,190000
E01013394,199950
E01013395,306550
E01013396,210000
E01013397,235000
E01013398,235000
E01013399,171250
E01013400,175000
E01013401,208750
E01013402,271500
E01013403,230000
E01013404,252000
E01013405,220250
E01013406,205000
E01013407,287487
E01013408,315000
E01013409,245000
E01013410,:
E01013411,205000
E01013412,278998
E01013413,388750
E01013414,238500
E01013416,285750
E01013417,530000
E01013418,272500
E01013419,327495
E01013420,236750
E01013421,370000
E01013422,320000
E01013423,316250
E01013424,370000
E01013425,269950
E01013426,412750
E01013427,413000
E01013428,255000
E01013429,235000
E01013430,282000
E01013431,254950
E01013432,247500
E01013433,246500
E01013434,240000
E01013435,220000
E01013436,286250
E01013437,327000
E01013438,250000
E01013439,327500
E01013440,252500
E01013441,200000
E01013442,241000
E01013443,190000
E01013444,170000
E01013445,170000
E01013446,196750
E01013447,188000
E01013448,178000
E01013449,217500
E01013450,365000
E01013451,245000
E01013452,280000
E01033067,173000
E01033068,250750
E01033069,322250
E01033070,220250
E01013453,110000
E01013454,120000
E01013455,180000
E01013456,96000
E01013457,110000
E01013458,159950
E01013459,152500
E01013460,98500
E01013461,259000
E01013462,215251
E01013463,358975
E01013464,210000
E01013465,240000
E01013466,290000
E01013467,208500
E01013468,240000
E01013469,192500
E01013470,156975
E01013471,117000
E01013472,110000
E01013473,114975
E01013474,126000
E01013475,108000
E01013476,137625
E01013477,132500
E01013479,130000
E01013480,105000
E01013481,115000
E01013483,81000
E01013484,87000
E01013485,91000
E01013486,87500
E01013487,90000
E01013488,206000
E01013489,210000
E01013490,220000
E01013491,185000
E01013492,190000
E01013493,152700
E01013494,135000
E01013495,150000
E01013496,144000
E01013497,115000
E01013498,154500
E01013499,132000
E01013500,160000
E01013501,174000
E01013502,157500
E01013503,139950
E01013504,122500
E01013505,150498
E01013506,159000
E01013507,165000
E01013508,132500
E01013509,134000
E01013510,146250
E01013511,168500
E01013512,136000
E01013513,128000
E01013514,192500
E01013515,265000
E01013517,161750
E01013518,173000
E01013519,192500
E01013520,264500
E01013521,124950
E01013522,118000
E01013523,124500
E01013524,119500
E01013525,153000
E01013526,280000
E01013527,284000
E01013528,282500
E01013529,165000
E01013530,229975
E01013531,120000
E01013532,120000
E01013533,113000
E01013534,144250
E01013535,115000
E01013536,122750
E01013537,130000
E01013538,103000
E01013539,310500
E01013540,219500
E01013541,173850
E01013542,235000
E01013543,243500
E01013544,327000
E01013545,166000
E01013546,223750
E01013547,107500
E01013548,126000
E01013549,137500
E01013550,125000
E01013551,119000
E01013552,137500
E01013553,135000
E01013554,115000
E01013555,210000
E01013556,176000
E01013557,234000
E01013558,233000
E01013559,177000
E01013560,280000
E01013561,239500
E01013562,182500
E01013563,180000
E01013564,252500
E01013565,114500
E01013566,80000
E01013567,95000
E01013568,97750
E01013569,105000
E01013570,78000
E01013571,88375
E01013572,124000
E01013573,100000
E01013574,260000
E01013575,185000
E01013576,217625
E01013577,219975
E01013578,197000
E01013579,161000
E01013580,151500
E01013581,130000
E01013582,130000
E01013583,115000
E01013584,105000
E01013585,131250
E01013586,122250
E01013587,141750
E01013588,128000
E01013589,223998
E01013590,124950
E01013591,99250
E01013592,153000
E01013593,178000
E01013594,186000
E01013595,165000
E01013596,225000
E01013597,178000
E01013598,163500
E01013599,192500
E01033166,135000
E01033167,:
E01033168,220000
E01033169,198000
E01033170,178000
E01033171,158000
E01033172,101500
E01013600,147000
E01013601,150000
E01013602,148000
E01013603,150000
E01013604,133500
E01013605,200500
E01013606,188000
E01013607,192000
E01013608,167000
E01013609,192000
E01013610,163500
E01013611,192500
E01013612,195000
E01013613,146000
E01013614,147000
E01013615,269750
E01013616,157000
E01013617,157500
E01013618,152500
E01013619,:
E01013620,135000
E01013621,263495
E01013622,132000
E01013623,172500
E01013624,:
E01013625,201000
E01013626,202750
E01013627,207500
E01013628,144950
E01013629,180500
E01013630,168000
E01013631,170000
E01013632,153000
E01013633,165000
E01013634,164000
E01013635,180000
E01013636,224250
E01013637,161000
E01013638,:
E01013639,151000
E01013640,:
E01013641,150000
E01013642,196250
E01013643,199000
E01013646,176000
E01013647,105000
E01013648,132000
E01013649,190000
E01013650,225000
E01013651,180000
E01013652,164750
E01013653,170750
E01013654,173000
E01013655,165000
E01013656,175000
E01013657,155000
E01013658,180000
E01013659,170000
E01013660,190500
E01013661,179250
E01013662,182500
E01013663,200000
E01013664,160000
E01013665,175000
E01013666,295000
E01013667,193000
E01013668,200000
E01013669,285000
E01013670,256000
E01013671,240000
E01013672,294000
E01013673,142500
E01013674,135750
E01013675,152000
E01013676,140000
E01013677,132250
E01013678,206500
E01013679,160000
E01013680,177500
E01013681,135250
E01013682,130000
E01013683,140500
E01013684,131500
E01013685,186500
E01013686,180000
E01013687,140000
E01013688,190000
E01013689,163250
E01013690,170000
E01013691,165000
E01013692,:
E01013693,:
