areacd,value
E01017086,255000
E01017087,244000
E01017088,248000
E01017089,203750
E01017090,220000
E01017091,181500
E01017092,222500
E01017093,272000
E01017094,230000
E01017095,210000
E01017096,210000
E01017097,197500
E01017098,191625
E01017099,212500
E01017100,255000
E01017101,239000
E01017102,:
E01017103,197500
E01017104,188750
E01017105,187500
E01017106,178000
E01017107,178875
E01017108,180000
E01017109,178000
E01017110,177000
E01017111,177000
E01017112,185500
E01017113,250000
E01017114,359950
E01017115,187500
E01017116,208000
E01017117,187500
E01017118,180000
E01017119,189995
E01017120,179995
E01017121,205000
E01017122,223500
E01017123,198750
E01017124,193500
E01017125,195000
E01017126,207500
E01017127,190000
E01017128,214818
E01017129,143000
E01017130,190000
E01017131,283000
E01017132,:
E01017133,112660
E01017135,160000
E01032604,290000
E01033380,317500
E01033381,170000
E01033383,197500
E01033384,347500
E01017136,231250
E01017137,265000
E01017138,185000
E01017139,140000
E01017140,140500
E01017142,219000
E01017144,325000
E01017145,387500
E01017146,428500
E01017147,310000
E01017148,461250
E01017149,:
E01017150,429000
E01017151,234500
E01017152,224000
E01017153,195000
E01017154,184250
E01017155,179250
E01017156,215000
E01017157,163500
E01017158,215000
E01017159,195000
E01017160,213000
E01017162,260000
E01017163,154500
E01017164,210000
E01017165,225750
E01017166,191500
E01017167,:
E01017168,216000
E01017169,197500
E01017170,210000
E01017171,212500
E01017172,190000
E01017173,256500
E01017174,247500
E01017175,270000
E01017176,230000
E01017177,255000
E01017178,303500
E01017179,215500
E01017180,236500
E01017181,148000
E01017182,193000
E01017183,237000
E01017184,215000
E01017185,220000
E01017186,210000
E01017187,200000
E01017188,200000
E01017189,131250
E01017190,200000
E01017191,185000
E01017192,218500
E01017193,195500
E01017194,199000
E01017195,195000
E01017196,183000
E01017197,344000
E01017198,213000
E01017199,240000
E01017200,222250
E01017201,210000
E01017202,155000
E01017203,216000
E01017204,235000
E01017205,211100
E01017206,237250
E01017207,185000
E01017208,167500
E01017209,218750
E01017210,184000
E01017211,172500
E01017212,234500
E01017213,219500
E01017214,255500
E01017215,257750
E01017216,230000
E01017217,235000
E01017218,210000
E01017219,202000
E01017220,235000
E01017221,202500
E01017222,237500
E01017223,285000
E01017224,285000
E01017225,205000
E01017226,189000
E01017227,153000
E01017228,206250
E01017231,153000
E01017232,312000
E01017233,210000
E01017234,143408
E01017235,148000
E01017236,193000
E01017237,202500
E01017238,198950
E01017239,188500
E01017240,250000
E01017241,186000
E01017242,179000
E01017243,272500
E01017244,199000
E01017245,133000
E01017246,202500
E01017247,302500
E01017248,380000
E01017249,466000
E01017250,210000
E01017251,202000
E01017252,390000
E01017253,190000
E01017254,330000
E01017255,221000
E01017256,230000
E01017257,195000
E01017258,220000
E01017259,220000
E01017260,210000
E01017261,233500
E01017262,225000
E01017263,205000
E01017264,205000
E01017265,195250
E01017266,239000
E01017267,241500
E01017270,212500
E01017271,304000
E01017272,200000
E01017273,263000
E01017274,163000
E01017275,200750
E01017276,244997
E01017277,217500
E01017278,204500
E01017279,217500
E01017280,211000
E01017281,170000
E01032738,144975
E01032745,145000
E01032746,185500
E01032748,223250
E01032750,152500
E01032751,207000
E01032753,340000
E01032755,:
E01032756,237000
E01017282,185000
E01017283,214000
E01017284,317500
E01017285,322500
E01017286,418500
E01017287,225000
E01017288,225000
E01017289,221500
E01017290,352500
E01017291,316000
E01017292,212500
E01017293,239975
E01017294,240000
E01017295,156000
E01017296,300000
E01017297,362500
E01017298,262000
E01017299,312000
E01017300,260000
E01017301,235000
E01017302,233445
E01017303,216000
E01017304,213000
E01017305,166500
E01017306,175000
E01017307,221500
E01017308,185000
E01017309,166250
E01017310,202500
E01017311,192500
E01017312,200500
E01017315,238475
E01017316,318000
E01017317,199950
E01017318,196000
E01017319,124000
E01017320,215000
E01017321,235000
E01017322,170000
E01017323,345000
E01017324,254000
E01017325,154000
E01017326,125000
E01017327,220000
E01017328,145000
E01017329,255000
E01017331,188798
E01017332,174500
E01017333,200000
E01017334,210000
E01017335,157748
E01017336,140000
E01017337,136000
E01017338,295000
E01017339,185000
E01017340,149500
E01017341,187500
E01017342,215000
E01017343,180500
E01017344,315000
E01017345,141250
E01017346,127000
E01017347,197000
E01017348,180000
E01017349,152500
E01017350,168000
E01017351,288000
E01017352,315000
E01017353,437500
E01017354,312000
E01017355,244950
E01017356,194750
E01017357,230000
E01017358,238125
E01017359,232000
E01017360,169950
E01017361,263500
E01017362,210000
E01017363,160000
E01017364,175000
E01017365,350000
E01017366,185000
E01017367,253500
E01017368,245000
E01017369,215000
E01017370,225000
E01033229,189950
E01033237,182500
E01033239,290000
E01020590,130000
E01020591,168000
E01020592,87000
E01020593,84000
E01020594,88000
E01020595,196250
E01020596,107000
E01020597,153000
E01020598,135000
E01020599,102500
E01020600,179975
E01020601,124000
E01020602,80375
E01020603,221500
E01020604,93000
E01020605,150000
E01020606,40000
E01020607,122500
E01020608,135000
E01020609,130000
E01020610,145000
E01020611,234995
E01020612,210000
E01020613,179225
E01020614,135875
E01020615,100000
E01020616,114500
E01020617,139975
E01020618,110000
E01020619,88500
E01020620,124000
E01020621,100000
E01020622,121250
E01020623,103000
E01020624,95995
E01020625,79500
E01020626,66500
E01020627,109975
E01020628,182500
E01020629,129950
E01020630,134950
E01020631,114950
E01020632,78000
E01020633,106500
E01020634,152000
E01020635,210000
E01020636,105500
E01020637,123000
E01020638,91750
E01020639,85000
E01020640,109000
E01020641,89750
E01020642,110750
E01020643,95500
E01020644,165000
E01020645,65000
E01020646,105000
E01020647,140000
E01020648,139950
E01020649,68000
E01020650,134250
E01020651,90000
E01020652,76000
E01020653,73000
E01020654,155000
E01020655,187500
E01020656,94000
E01020657,110000
E01020658,80000
E01020659,122500
E01020660,127000
E01020661,159500
E01020662,73000
E01020663,133025
E01020664,270000
E01020665,97500
E01020666,178000
E01020667,79950
E01020668,57000
E01020669,105500
E01020670,85000
E01020671,39990
E01020672,51500
E01020673,68750
E01020674,93000
E01020675,72500
E01020676,110000
E01020677,77000
E01020678,81750
E01020679,80000
E01020680,159950
E01020681,85000
E01020682,174500
E01020683,158250
E01020684,192500
E01020685,136000
E01020686,78000
E01020687,131500
E01020688,84000
E01020689,69500
E01020690,136150
E01020691,108750
E01020692,155000
E01020693,119950
E01020694,78000
E01020695,144995
E01020696,98000
E01020697,75000
E01020698,137750
E01020699,90000
E01020700,64000
E01020701,117450
E01020702,242975
E01020703,275000
E01020704,395000
E01020705,69000
E01020706,117500
E01020708,148975
E01020709,190000
E01020710,157500
E01020711,116000
E01020712,233750
E01020713,361748
E01020714,120000
E01020715,134995
E01020716,74000
E01020717,164500
E01020718,168500
E01020719,168975
E01020720,125000
E01020721,185000
E01020722,107000
E01020723,145000
E01020724,106500
E01020725,115000
E01020726,134500
E01020727,114000
E01020729,152498
E01020730,90000
E01020731,117000
E01020732,205000
E01020733,75000
E01020734,113995
E01020735,82500
E01020736,92000
E01020737,67500
E01020738,70000
E01020739,32500
E01020740,80000
E01020741,62000
E01020742,57250
E01020743,148995
E01020744,129598
E01020745,52750
E01020746,96000
E01020747,78625
E01020748,65000
E01020749,84000
E01020750,160000
E01020751,55125
E01020752,36000
E01020753,75000
E01020754,128000
E01020756,174950
E01020757,65000
E01020758,87000
E01020759,102495
E01020760,91000
E01020761,66750
E01020762,68500
E01020763,115000
E01020764,26500
E01020765,54000
E01020766,66000
E01020767,37000
E01020768,76475
E01020769,108000
E01020770,76500
E01020771,:
E01020772,170000
E01020773,115000
E01020775,60000
E01020776,125000
E01020777,70000
E01020778,116000
E01020779,160000
E01020780,121500
E01020781,122475
E01020782,172500
E01020783,99975
E01020784,132000
E01020786,200000
E01020787,87750
E01020788,39999
E01020789,165000
E01020790,50000
E01020791,123225
E01020792,71500
E01020793,65500
E01020794,164995
E01020795,87500
E01020796,107500
E01020797,52500
E01020798,:
E01020799,68750
E01020801,41750
E01020802,53500
E01020803,132495
E01020805,55000
E01020806,75975
E01020807,25000
E01020808,69950
E01020809,74500
E01020810,70500
E01020811,75000
E01020812,95000
E01020813,130000
E01020814,138000
E01020815,205000
E01020816,56000
E01020817,102000
E01020818,84250
E01020819,70750
E01020820,131500
E01020821,127000
E01020822,133498
E01020823,69000
E01020824,85000
E01020825,107498
E01020826,135500
E01020827,64000
E01020828,200000
E01020829,172475
E01020830,283620
E01020831,98000
E01020832,114250
E01020833,105000
E01020834,81000
E01020835,45000
E01020836,154500
E01020837,110000
E01020838,73475
E01020839,50000
E01020840,156225
E01020841,42000
E01020842,181950
E01020843,117000
E01020844,58750
E01020845,80000
E01020846,199975
E01020847,60500
E01020848,151250
E01020849,53750
E01020850,179000
E01020851,167500
E01020852,175000
E01020853,140000
E01020854,169000
E01020855,210000
E01020856,75000
E01020857,202500
E01020858,88500
E01020859,107500
E01020860,50000
E01020861,67000
E01020862,185000
E01020863,169000
E01020864,140000
E01020865,155000
E01020866,147500
E01020867,215000
E01020868,125000
E01020869,74500
E01020870,180000
E01020871,76000
E01020872,88000
E01020873,58500
E01020874,49000
E01020875,95000
E01020876,70000
E01020877,91500
E01020878,117750
E01020879,112250
E01020880,32500
E01020881,135000
E01020882,144500
E01020883,135250
E01020884,84000
E01020885,128500
E01020886,50000
E01020887,112000
E01020888,90000
E01020889,116500
E01020890,155000
E01020891,148700
E01020892,52750
E01020893,84500
E01020894,92500
E01020895,60000
E01020896,108375
E01020897,118000
E01020898,50000
E01020899,123995
E01020900,139000
E01020901,60000
E01020902,60000
E01020903,75000
E01020904,115000
E01020905,150000
E01020906,229000
E01020907,83500
E01020908,99380
E01020909,36000
E01033161,93000
E01033163,197500
E01033164,125000
E01033195,285000
E01033197,165000
E01033198,60000
E01033202,98500
E01033203,45500
E01033205,74500
E01033206,69500
E01033221,:
E01018386,256995
E01018387,277000
E01018388,135000
E01018389,157475
E01018390,160000
E01018391,197995
E01018392,250000
E01018393,313000
E01018394,272995
E01018395,194975
E01018396,233000
E01018397,232500
E01018398,132500
E01018399,185000
E01018400,123250
E01018401,115000
E01018402,125000
E01018403,277873
E01018404,275000
E01018405,235000
E01018406,285000
E01018407,271000
E01018408,210000
E01018409,174500
E01018410,244950
E01018411,430000
E01018412,290000
E01018413,304995
E01018414,382495
E01018415,215000
E01018416,280000
E01018417,262450
E01018418,226000
E01018419,219500
E01018420,230500
E01018421,137500
E01018422,186000
E01018423,136500
E01018424,234995
E01018425,152475
E01018426,157625
E01018427,200000
E01018428,160000
E01018429,215000
E01018430,165000
E01018431,228000
E01018432,154500
E01018433,196000
E01018434,164750
E01018435,185000
E01018436,227500
E01018437,180000
E01018438,196250
E01018439,241995
E01018440,182500
E01018441,187500
E01018442,299995
E01018443,201995
E01018444,311995
E01018445,116000
E01018446,157500
E01018447,85000
E01018448,153375
E01018449,418500
E01018450,299995
E01018451,161500
E01018452,183500
E01018454,145000
E01018455,215000
E01018456,285000
E01018457,175000
E01018458,475000
E01018459,112500
E01018460,128750
E01018461,131000
E01018462,81250
E01018463,96000
E01018464,92000
E01018465,255000
E01018466,86000
E01018467,79000
E01018468,207000
E01018469,299950
E01018470,300000
E01018471,183500
E01018472,120000
E01018473,154000
E01018474,197500
E01018475,197500
E01018476,115000
E01018477,115000
E01018478,139000
E01018479,181995
E01018480,215000
E01018481,392500
E01018482,152750
E01018483,124125
E01018484,115000
E01018485,102000
E01018486,103000
E01018487,90500
E01018488,152500
E01018489,117500
E01018490,224995
E01018491,275000
E01018492,175000
E01018493,155500
E01018494,234995
E01018495,174000
E01018496,144475
E01018497,81000
E01018498,105000
E01018499,138000
E01018500,136000
E01018501,131500
E01018502,161250
E01018503,348475
E01018504,185500
E01018505,256475
E01018506,255000
E01018507,272500
E01018508,319950
E01018509,200000
E01018510,216998
E01018511,140000
E01018512,137000
E01018513,167500
E01018514,364998
E01018515,320000
E01018516,239995
E01018572,400000
E01018573,758000
E01018574,320000
E01018575,272500
E01018576,220000
E01018577,250000
E01018578,350000
E01018579,332950
E01018580,630000
E01018581,395450
E01018582,350000
E01018583,337500
E01018584,546500
E01018585,348800
E01018586,215000
E01018587,260000
E01018588,425000
E01018589,610000
E01018590,395000
E01018591,388750
E01018592,297498
E01018593,265000
E01018594,174000
E01018595,225000
E01018596,160000
E01018597,402475
E01018598,457499
E01018599,422500
E01018600,520000
E01018601,370000
E01018602,400000
E01018603,530000
E01018604,336625
E01018605,527500
E01018606,259078
E01018607,580000
E01018608,560000
E01018609,285500
E01018610,307500
E01018611,250000
E01018612,437500
E01018613,210000
E01018614,310000
E01018615,176000
E01018616,275000
E01018617,162500
E01018618,124950
E01018619,237000
E01018620,187500
E01018621,222000
E01018622,138950
E01018623,182500
E01018624,142000
E01018625,145000
E01018626,220500
E01018627,149000
E01018628,317500
E01018629,163000
E01018630,150000
E01018631,160000
E01018632,300000
E01018633,304950
E01018634,222500
E01018635,127500
E01018636,190000
E01018637,199998
E01018638,207475
E01018639,197000
E01018640,172500
E01018641,255000
E01018642,277525
E01018643,437498
E01018644,174000
E01018645,147475
E01018646,176250
E01018647,235000
E01018648,656000
E01018649,480000
E01018650,280000
E01018651,471000
E01018652,500000
E01018653,420000
E01018654,430000
E01018655,320000
E01018656,312500
E01018657,256500
E01018658,317500
E01018659,405224
E01018660,287500
E01018661,360000
E01018662,330750
E01018663,390000
E01018664,432500
E01018665,298500
E01018666,746250
E01018667,509163
E01018668,600000
E01018669,344750
E01018670,287500
E01033372,165000
E01033373,150000
E01033375,368121
E01033376,202500
E01033378,305875
E01018308,300000
E01018309,139975
E01018310,138000
E01018311,120000
E01018312,128000
E01018313,150000
E01018314,119250
E01018315,159000
E01018316,111000
E01018317,118000
E01018319,197500
E01018320,252250
E01018321,226000
E01018322,250000
E01018323,341000
E01018324,290000
E01018325,327000
E01018326,223250
E01018327,127500
E01018328,276000
E01018329,165500
E01018330,193000
E01018331,177500
E01018332,362500
E01018333,470000
E01018334,295000
E01018335,330000
E01018336,144000
E01018337,162000
E01018338,147000
E01018339,327498
E01018340,275000
E01018341,376250
E01018342,220000
E01018343,192750
E01018344,224500
E01018345,260000
E01018346,346500
E01018347,181250
E01018348,289995
E01018349,235000
E01018350,300000
E01018351,144000
E01018352,140000
E01018353,213000
E01018354,190000
E01018355,187500
E01018356,182000
E01018357,310000
E01018358,250000
E01018359,367500
E01018360,375000
E01018361,205625
E01018362,250000
E01018363,250000
E01018364,157000
E01018365,242000
E01018366,237000
E01018367,288000
E01018368,235000
E01018369,415000
E01018370,310000
E01018371,361500
E01018372,452000
E01018373,342500
E01018374,332500
E01018375,175000
E01018376,302500
E01018377,255000
E01018378,162500
E01018379,340000
E01018380,235000
E01018381,248000
E01018382,185000
E01018383,254000
E01018384,230000
E01018385,370000
E01018518,367500
E01018519,83750
E01018520,166995
E01018521,104500
E01018522,121250
E01018523,115500
E01018524,104250
E01018525,160995
E01018526,190000
E01018527,171000
E01018528,242995
E01018529,187500
E01018530,369995
E01018531,165500
E01018532,171000
E01018533,265750
E01018534,153950
E01018535,250000
E01018536,275000
E01018537,385000
E01018538,:
E01018539,115500
E01018540,165000
E01018541,130500
E01018542,105000
E01018543,120000
E01018544,210000
E01018545,206125
E01018546,125000
E01018547,160000
E01018548,194000
E01018549,175000
E01018550,85250
E01018551,85000
E01018552,151995
E01018553,135000
E01018554,175750
E01018555,158000
E01018556,182000
E01018557,122500
E01018558,166250
E01018559,186000
E01018560,165250
E01018561,261000
E01018562,210000
E01018563,161498
E01018564,95000
E01018565,187500
E01018566,188000
E01018567,189998
E01018568,225000
E01018569,425000
E01018570,259950
E01018571,270000
E01018671,208475
E01018672,146250
E01018673,159500
E01018674,118000
E01018675,295000
E01018676,320000
E01018677,250000
E01018678,259999
E01018679,199998
E01018680,300000
E01018681,152500
E01018682,349995
E01018683,284998
E01018684,353500
E01018685,135000
E01018686,175500
E01018687,295000
E01018688,220250
E01018689,183500
E01018690,301500
E01018691,269250
E01018692,420500
E01018693,425000
E01018694,362995
E01018695,168500
E01018696,217500
E01018697,195000
E01018698,277000
E01018699,191000
E01018700,260000
E01018701,135000
E01018702,299950
E01018703,159250
E01018704,191225
E01018705,252500
E01018706,160500
E01018707,465000
E01018708,297500
E01018709,107000
E01018710,129250
E01018711,158750
E01018712,145000
E01018713,219995
E01018714,133750
E01018715,120000
E01018716,109000
E01018717,145000
E01018718,174250
E01018719,155000
E01018720,215995
E01018721,415000
E01018722,355000
E01018723,345000
E01018724,333750
E01018725,670000
E01018726,138000
E01018727,257000
E01018728,160000
E01018729,132000
E01018730,138600
E01018731,129250
E01018732,120000
E01018733,133500
E01018734,132000
E01018735,138000
E01018736,156250
E01018737,186995
E01018738,147995
E01018739,146500
E01018740,133500
E01018741,176000
E01018742,216995
E01018743,177000
E01018744,213000
E01018745,105000
E01018746,150000
E01018747,126000
E01018748,:
E01018749,155000
E01032930,170000
E01032931,144000
E01028826,180000
E01028827,215000
E01028828,211250
E01028829,220000
E01028830,185000
E01028831,350000
E01028832,175000
E01028833,301125
E01028834,230000
E01028835,200000
E01028836,186500
E01028837,210000
E01028838,184995
E01028839,208500
E01028840,248000
E01028841,170000
E01028842,382500
E01028843,335000
E01028844,:
E01028845,247500
E01028846,267500
E01028847,383750
E01028848,175000
E01028849,128500
E01028850,299950
E01028851,267500
E01028852,252500
E01028853,153500
E01028854,197475
E01028855,222950
E01028856,270000
E01028857,297500
E01028858,349000
E01028859,377500
E01028860,298725
E01028861,339975
E01028862,327500
E01028863,260000
E01028864,170320
E01028865,165250
E01028866,256673
E01028867,156000
E01028868,330000
E01028869,277725
E01028870,285000
E01028871,354000
E01028872,293998
E01028873,149950
E01028874,155250
E01028875,230000
E01028876,150000
E01028877,168000
E01028878,175000
E01028879,163000
E01028880,228500
E01028881,249975
E01028882,310000
E01028883,226950
E01028884,181500
E01028885,207500
E01028886,153000
E01028887,215000
E01028888,272500
E01028889,197500
E01028890,147250
E01028891,107250
E01028892,285000
E01028893,272500
E01028894,165000
E01028895,175000
E01028896,151000
E01028897,174725
E01028898,320000
E01028899,310000
E01028902,145000
E01028903,150000
E01028904,161000
E01028905,122000
E01028906,125000
E01028907,147995
E01028908,115000
E01028909,145000
E01028910,140000
E01028911,187875
E01028912,149995
E01028913,290000
E01028914,325000
E01028915,179950
E01028916,248000
E01028917,145000
E01028918,285000
E01028919,269000
E01028920,205000
E01028921,159975
E01028922,320000
E01028923,325000
E01028924,199500
E01028925,261250
E01028926,152500
E01028927,221250
E01028928,195000
E01028929,249500
E01028930,241250
E01028931,136500
E01028932,207500
E01028933,150000
E01028934,170000
E01028935,198500
E01028936,236500
E01028937,210000
E01028938,196000
E01028939,189995
E01028940,263000
E01028941,284500
E01028942,209950
E01028943,160000
E01028944,159000
E01028945,150000
E01028946,236000
E01028947,249000
E01028948,215000
E01028949,278450
E01028950,282000
E01028951,316500
E01028952,179950
E01028953,272000
E01028954,230000
E01028955,281225
E01028956,182000
E01028957,132500
E01028958,172000
E01028959,228000
E01028960,392500
E01028961,340625
E01028962,151000
E01028963,269500
E01028964,281500
E01028965,176250
E01028966,215500
E01028967,149500
E01028968,179950
E01028969,239950
E01028970,278000
E01028971,259950
E01028972,300000
E01028973,219000
E01028974,379500
E01028975,170000
E01028976,290000
E01028977,251500
E01028978,270000
E01028979,195000
E01028980,239750
E01028981,155000
E01028982,155000
E01028983,131125
E01028984,182500
E01028985,195000
E01028986,227500
E01028987,217500
E01028988,181250
E01028989,210000
E01028990,483250
E01028991,427500
E01028992,225000
E01028993,330000
E01028994,236500
E01028995,265000
E01028996,455000
E01028997,305000
E01028998,265000
E01028999,222500
E01029000,286000
E01029001,222000
E01029002,210000
E01029003,303750
E01029004,370000
E01029005,311475
E01029006,177500
E01029007,172500
E01029009,210500
E01029010,180000
E01029011,215000
E01029012,216500
E01029013,222500
E01029014,165000
E01029015,407500
E01029016,282500
E01033526,173500
E01033527,227500
E01033528,149950
E01033529,217500
E01033530,242500
E01018750,185000
E01018751,138000
E01018752,175000
E01018753,277000
E01018754,215000
E01018755,258500
E01018756,208500
E01018757,268250
E01018758,196225
E01018759,227500
E01018760,270000
E01018761,247000
E01018762,275000
E01018763,200000
E01018764,275000
E01018765,430000
E01018766,304250
E01018767,132000
E01018768,165000
E01018769,179500
E01018770,144975
E01018771,121500
E01018772,205250
E01018773,196250
E01018774,188995
E01018775,244975
E01018776,202500
E01018777,190000
E01018778,302500
E01018779,212000
E01018780,192500
E01018781,230000
E01018782,205000
E01018783,184500
E01018784,258750
E01018785,325000
E01018786,182000
E01018787,195000
E01018788,180000
E01018789,176000
E01018790,153000
E01018791,210000
E01018792,199950
E01018793,172000
E01018794,176500
E01018795,261500
E01018796,215000
E01018797,140000
E01018798,161250
E01018799,137500
E01018800,158500
E01018803,355000
E01018804,265500
E01018805,552500
E01018806,265000
E01018807,264498
E01018808,275000
E01018809,162500
E01018810,299950
E01018811,269250
E01018812,270000
E01018813,355000
E01018814,222500
E01018815,265000
E01018816,567500
E01018817,350000
E01018818,311760
E01018819,160000
E01018820,226500
E01018821,220000
E01018822,225000
E01018823,185000
E01018824,290000
E01018825,246250
E01018826,210000
E01018827,401250
E01018828,427500
E01018829,395000
E01018830,500000
E01018831,255000
E01018832,373500
E01018833,250500
E01018834,230000
E01018835,180750
E01018836,181000
E01018837,253000
E01018838,234950
E01018839,325000
E01018840,265000
E01018841,225000
E01018842,300000
E01018843,331250
E01018844,176000
E01018845,240000
E01018846,270000
E01018847,185000
E01018848,224500
E01018849,494000
E01018850,327500
E01018851,294628
E01018852,325000
E01018853,232500
E01018854,197500
E01018855,250000
E01018856,200000
E01018857,171500
E01018858,350000
E01018859,273750
E01018860,205000
E01018861,287500
E01018862,413750
E01018863,186000
E01018864,282500
E01018865,190000
E01018866,170000
E01018867,152000
E01018868,126000
E01018869,174000
E01018870,165000
E01018871,175000
E01018872,195500
E01018873,190000
E01018874,210000
E01018875,122000
E01018876,180000
E01018877,196000
E01018878,137500
E01018879,426200
E01018880,289000
E01018881,255000
E01018882,237500
E01018883,225000
E01018884,223000
E01018885,205000
E01018886,173500
E01018887,158300
E01018888,165000
E01018889,197500
E01018890,217500
E01018891,171500
E01018892,280000
E01018893,195000
E01018894,164000
E01018895,189500
E01018896,225000
E01018897,217500
E01018898,170750
E01018899,242000
E01018900,262500
E01018901,287500
E01018902,370000
E01018903,210000
E01018904,275000
E01018905,236250
E01018906,310000
E01018907,222500
E01018908,180000
E01018909,154000
E01018910,125000
E01018911,140975
E01018912,220000
E01018913,205000
E01018914,183500
E01018915,187500
E01018916,226500
E01018917,220000
E01018918,181000
E01018919,216000
E01018920,287500
E01018921,234000
E01018922,290000
E01018923,284125
E01018924,257500
E01018925,264975
E01018926,285000
E01018927,170000
E01018928,128000
E01018929,227500
E01018930,132500
E01018931,172500
E01018932,232500
E01018933,142500
E01018934,212000
E01018935,192500
E01018936,291750
E01018937,235000
E01018938,265000
E01018940,242500
E01018941,179975
E01018942,272500
E01018943,243000
E01018944,342500
E01018945,290000
E01018946,216250
E01018947,184250
E01018948,188000
E01018949,145000
E01018950,133000
E01018951,402500
E01018952,210000
E01018953,250000
E01018954,197500
E01018955,485000
E01018956,430000
E01018957,407500
E01018958,420000
E01018959,248000
E01018960,257000
E01018961,293500
E01018962,377500
E01018965,287500
E01018966,347500
E01018967,260000
E01018968,258000
E01018969,285000
E01018970,320000
E01018971,273000
E01018972,236000
E01018973,297500
E01018974,245000
E01018975,232000
E01018976,233750
E01018977,184000
E01018978,189250
E01018979,223000
E01018980,297500
E01018981,233000
E01018982,178500
E01018983,262500
E01018984,219950
E01018985,300000
E01018986,315000
E01018987,294000
E01018988,207106
E01018989,216000
E01018990,269950
E01018991,264000
E01018992,222500
E01018993,186250
E01018994,265000
E01018995,225000
E01018996,201500
E01018997,180000
E01018998,163950
E01018999,186500
E01019000,346000
E01019001,205000
E01019002,269950
E01019003,212000
E01019004,182500
E01019005,252500
E01019006,284000
E01019007,243500
E01019008,245000
E01019009,200000
E01019010,307500
E01019011,350000
E01019012,345000
E01019013,193000
E01019014,192000
E01019015,185000
E01019016,175000
E01019017,344998
E01019018,295000
E01019019,269975
E01019020,165125
E01019021,235000
E01019022,265000
E01019023,189000
E01019024,179000
E01019025,327475
E01019026,215000
E01019027,242000
E01019028,230000
E01019029,179000
E01019030,267500
E01019031,300000
E01019032,214750
E01019033,119750
E01019034,124000
E01019035,227000
E01019036,222500
E01019037,167000
E01019038,227500
E01019039,369950
E01019040,235000
E01019041,165000
E01019042,170000
E01019043,225500
E01019044,219000
E01019045,167000
E01019046,145000
E01019047,216000
E01019048,270000
E01019049,260500
E01019050,262500
E01019051,193500
E01019052,176250
E01019053,193250
E01019054,179975
E01019055,148000
E01019056,150000
E01019057,169000
E01019058,181650
E01019059,177500
E01019060,717500
E01019061,210000
E01019062,165000
E01019063,164000
E01019064,170000
E01019065,190000
E01019066,246000
E01019067,294950
E01019068,268750
E01019069,133000
E01019070,140000
E01019071,195000
E01019072,150000
E01019073,267000
E01019074,140500
E01019075,175000
E01019076,155500
E01033289,644500
E01033291,247000
E01033292,142500
E01033294,168750
E01019077,390000
E01031841,309000
E01031842,380000
E01031843,315000
E01031844,367000
E01031845,322500
E01031846,292000
E01031847,345000
E01031848,380000
E01031849,387995
E01031850,218000
E01031851,188725
E01031852,241000
E01031853,267000
E01031854,198750
E01031855,325000
E01031856,275000
E01031857,240000
E01031858,297500
E01031859,191000
E01031860,240250
E01031861,356250
E01031862,256500
E01031863,450000
E01031864,550000
E01031865,393995
E01031866,517500
E01031867,260000
E01031868,467500
E01031869,275000
E01031870,346500
E01031871,475000
E01031872,240000
E01031873,500000
E01031874,297500
E01031876,437500
E01031877,692500
E01031878,245000
E01031879,188000
E01031880,208000
E01031882,327500
E01031883,485000
E01031884,370000
E01031885,507000
E01031886,450000
E01031887,425000
E01031888,463750
E01031889,377000
E01031890,381000
E01031891,294995
E01031892,466750
E01031893,585000
E01031894,706700
E01031895,260000
E01031896,167500
E01031897,217500
E01031898,190000
E01031900,243750
E01031901,213000
E01031902,226220
E01031903,260000
E01031904,384000
E01031905,387500
E01031906,215000
E01031907,320000
E01031908,246500
E01031909,282500
E01031910,245000
E01031911,197750
E01031912,160000
E01031913,271000
E01031914,208000
E01031915,258000
E01031916,241000
E01031917,183250
E01031918,268975
E01031919,325000
E01031920,225000
E01031921,275000
E01031922,200000
E01031923,233000
E01031924,239250
E01031925,274495
E01031926,236000
E01031927,265000
E01031928,129000
E01031929,297500
E01031930,219000
E01031931,297000
E01031932,285000
E01031933,290000
E01031934,325000
E01031935,396250
E01031936,210000
E01031937,:
E01031938,320000
E01031939,407500
E01031940,390000
E01031941,406000
E01031942,353000
E01031944,295000
E01031946,:
E01031947,255000
E01031948,341950
E01031949,282500
E01031950,481750
E01031951,382500
E01031952,220000
E01031953,286250
E01031954,295000
E01031955,323500
E01031956,281250
E01031957,420000
E01031958,415000
E01031959,328000
E01031960,389125
E01031961,365000
E01031962,401250
E01031963,225000
E01031964,232500
E01031965,237500
E01031966,278000
E01031967,230000
E01031968,283000
E01031969,260000
E01031970,410000
E01031971,231750
E01031972,430000
E01031973,575000
E01031974,266550
E01031975,:
E01031976,239000
E01031977,300000
E01031978,214750
E01031979,230000
E01031980,314995
E01031981,207500
E01031982,260000
E01031983,170000
E01031984,291500
E01031985,258000
E01031986,232500
E01031988,:
E01031989,272500
E01031990,435000
E01031991,460000
E01031992,470000
E01031993,295000
E01031994,390000
E01031995,310000
E01031996,225000
E01031997,250000
E01031998,:
E01031999,268750
E01032000,417500
E01032001,311000
E01032002,184975
E01032003,217767
E01032004,497500
E01032005,344000
E01032006,355000
E01032007,271000
E01032008,263503
E01032009,339950
E01032010,367500
E01032011,292138
E01032012,347500
E01032013,480000
E01032014,267950
E01032015,246000
E01032016,352500
