AREACD,value
E02000121,0.18241982
E02000122,0.059887558
E02000123,0.086529165
E02000124,0.050160287
E02000125,0.057968242
E02000126,0.085501859
E02000127,0.042223786
E02000128,0.040074806
E02000130,0.047169811
E02000131,0.037820513
E02000132,0.048410405
E02000133,0.028220388
E02000134,0.075683594
E02000135,0.069886948
E02000136,0.056868242
E02000137,0.059929495
E02000138,0.038435141
E02000139,0.054576189
E02000140,0.082306684
E02000141,0.05291411
E02000142,0.065473493
E02000144,0.059614686
E02000145,0.066531234
E02000146,0.064234427
E02000147,0.058043997
E02000148,0.037013401
E02000149,0.075590156
E02000150,0.069784173
E02000151,0.044172129
E02000152,0.057707721
E02000153,0.047703629
E02000154,0.069756444
E02000155,0.067946374
E02000156,0.055325035
E02000157,0.074215761
E02000158,0.078291815
E02000159,0.057875895
E02000160,0.04414083
E02000161,0.075772201
E02000162,0.085659898
E02000163,0.040932502
E02000165,0.063104189
E02000166,0.066702968
E02000167,0.0553814
E02000168,0.073800738
E02000169,0.029666947
E02000170,0.042050821
E02000171,0.079080344
E02000172,0.133086019
E02000173,0.103398058
E02000174,0.090663391
E02000175,0.047100769
E02000176,0.056309558
E02000177,0.111111111
E02000178,0.051170499
E02000179,0.074929972
E02000180,0.089430894
E02000181,0.036975831
E02000182,0.06104394
E02000183,0.077763329
E02000184,0.111983785
E02000185,0.076607738
E02000186,0.108360129
E02000187,0.183079057
E02000188,0.186547752
E02000191,0.210084034
E02000192,0.16454892
E02000193,0.183427762
E02000194,0.038945476
E02000195,0.051701571
E02000196,0.061784288
E02000197,0.047757848
E02000198,0.069620253
E02000199,0.062823529
E02000200,0.042458809
E02000201,0.04386174
E02000202,0.086851043
E02000203,0.085014797
E02000204,0.114002764
E02000206,0.091638927
E02000207,0.053657418
E02000208,0.158073414
E02000209,0.12497047
E02000210,0.081641563
E02000211,0.056386369
E02000212,0.201656805
E02000213,0.135779817
E02000214,0.053669576
E02000215,0.084837834
E02000216,0.063743871
E02000217,0.126208897
E02000218,0.047533953
E02000219,0.047436249
E02000221,0.123496391
E02000222,0.062096595
E02000223,0.064334791
E02000224,0.05649977
E02000225,0.068517425
E02000226,0.045045045
E02000227,0.045128564
E02000228,0.039660832
E02000229,0.070416994
E02000230,0.044273908
E02000231,0.041968912
E02000232,0.049259387
E02000233,0.047244094
E02000234,0.052758319
E02000235,0.039107764
E02000236,0.043944266
E02000237,0.042735043
E02000238,0.06969147
E02000239,0.063685932
E02000240,0.070848559
E02000241,0.058987979
E02000242,0.101308184
E02000243,0.074091893
E02000244,0.061256961
E02000245,0.0509684
E02000246,0.045957238
E02000247,0.061618257
E02000248,0.080215343
E02000249,0.083807553
E02000250,0.069488313
E02000251,0.06875973
E02000252,0.09613607
E02000253,0.081233812
E02000254,0.112971757
E02000255,0.07568157
E02000256,0.058065757
E02000258,0.069128508
E02000259,0.078176879
E02000260,0.182462589
E02000261,0.083115686
E02000262,0.065711361
E02000263,0.167209555
E02000264,0.058810904
E02000265,0.089792231
E02000266,0.114019034
E02000267,0.085980416
E02000268,0.063423645
E02000269,0.050372713
E02000270,0.055346907
E02000271,0.045819936
E02000272,0.06901703
E02000275,0.141971665
E02000276,0.049126638
E02000277,0.079961152
E02000278,0.091810711
E02000279,0.091423002
E02000280,0.087582029
E02000281,0.096652522
E02000282,0.112230216
E02000283,0.103724928
E02000284,0.085478158
E02000285,0.109941158
E02000286,0.073711832
E02000287,0.035328467
E02000288,0.115400327
E02000289,0.053766802
E02000290,0.107128791
E02000291,0.089765828
E02000292,0.103594552
E02000293,0.060657985
E02000294,0.093707437
E02000295,0.061902365
E02000296,0.060720268
E02000297,0.068797159
E02000298,0.06036556
E02000299,0.092091008
E02000300,0.089320388
E02000301,0.102241249
E02000302,0.066335404
E02000303,0.11839652
E02000304,0.05037458
E02000305,0.043766012
E02000306,0.129933212
E02000307,0.094288914
E02000308,0.058310376
E02000309,0.130443975
E02000311,0.080498627
E02000312,0.047110659
E02000313,0.079087994
E02000314,0.056317093
E02000315,0.068693155
E02000317,0.105648855
E02000318,0.082326892
E02000319,0.082991603
E02000320,0.053593179
E02000321,0.095981498
E02000323,0.09962498
E02000324,0.093535469
E02000326,0.061967289
E02000327,0.138112463
E02000328,0.047905909
E02000329,0.072078141
E02000331,0.079751424
E02000332,0.058394161
E02000333,0.040084388
E02000334,0.066960075
E02000335,0.06450636
E02000337,0.075663027
E02000339,0.058151261
E02000340,0.049567035
E02000341,0.067658209
E02000342,0.055613126
E02000343,0.047648708
E02000344,0.046129032
E02000345,0.340062112
E02000346,0.052677981
E02000347,0.283498759
E02000348,0.303529412
E02000350,0.12438266
E02000351,0.037796976
E02000352,0.100145985
E02000353,0.058745289
E02000354,0.094717668
E02000355,0.078701645
E02000356,0.046995558
E02000357,0.106870229
E02000358,0.070920866
E02000359,0.078222222
E02000360,0.094621696
E02000361,0.07480315
E02000362,0.067552289
E02000363,0.121769773
E02000364,0.083672284
E02000366,0.088560886
E02000367,0.079561472
E02000368,0.10589701
E02000369,0.072266913
E02000370,0.111203492
E02000372,0.128710726
E02000373,0.154709283
E02000374,0.105688623
E02000375,0.107006369
E02000376,0.107775212
E02000377,0.102877698
E02000378,0.091932458
E02000379,0.075982997
E02000380,0.08088478
E02000381,0.079215116
E02000382,0.071901324
E02000383,0.089650626
E02000384,0.100092464
E02000385,0.064822576
E02000386,0.137633847
E02000387,0.147561354
E02000388,0.089317685
E02000389,0.080136402
E02000390,0.087560215
E02000391,0.070831284
E02000392,0.076997673
E02000393,0.055650685
E02000394,0.074417687
E02000395,0.057178762
E02000396,0.084285714
E02000397,0.054758489
E02000398,0.089782245
E02000400,0.050025654
E02000401,0.088205128
E02000402,0.092095722
E02000403,0.047953804
E02000404,0.073359073
E02000405,0.048269581
E02000406,0.069991251
E02000407,0.093596059
E02000408,0.085832187
E02000409,0.091749644
E02000410,0.046212343
E02000411,0.060676571
E02000412,0.074437086
E02000413,0.040438299
E02000414,0.067166176
E02000415,0.06031746
E02000416,0.058635394
E02000417,0.046985565
E02000418,0.04587156
E02000419,0.061048839
E02000420,0.064168618
E02000421,0.05494236
E02000422,0.064235624
E02000423,0.062149771
E02000424,0.054342174
E02000425,0.303049759
E02000426,0.042740224
E02000427,0.037332006
E02000428,0.078904238
E02000429,0.039025668
E02000430,0.056295258
E02000431,0.037503422
E02000432,0.040554963
E02000433,0.042137718
E02000434,0.055895553
E02000435,0.04264214
E02000436,0.024040187
E02000437,0.061009289
E02000438,0.047948855
E02000439,0.077146691
E02000440,0.057989153
E02000441,0.047535211
E02000442,0.076523186
E02000443,0.097677312
E02000444,0.064105642
E02000445,0.08850382
E02000447,0.071763255
E02000448,0.046957059
E02000449,0.068265231
E02000451,0.047112462
E02000452,0.102027883
E02000453,0.080346685
E02000454,0.047458579
E02000455,0.116863905
E02000456,0.082913306
E02000457,0.054614486
E02000459,0.0774983
E02000460,0.065832589
E02000461,0.105217138
E02000462,0.068621524
E02000463,0.075471698
E02000464,0.074241995
E02000465,0.073209429
E02000466,0.046546175
E02000467,0.099895288
E02000468,0.047534766
E02000469,0.079394501
E02000470,0.052326743
E02000471,0.068292683
E02000472,0.072026432
E02000473,0.060525314
E02000474,0.090511285
E02000475,0.057544757
E02000476,0.119704953
E02000477,0.085101956
E02000478,0.042731921
E02000479,0.115528726
E02000480,0.156856842
E02000481,0.04748239
E02000482,0.060575968
E02000483,0.064198809
E02000484,0.103472384
E02000485,0.057913247
E02000486,0.062168943
E02000487,0.048196089
E02000488,0.050811386
E02000489,0.046314258
E02000490,0.039509877
E02000491,0.051350245
E02000492,0.043057722
E02000493,0.060147958
E02000494,0.042207792
E02000495,0.072104019
E02000496,0.085255247
E02000497,0.053524804
E02000498,0.059986595
E02000499,0.055181696
E02000500,0.061194397
E02000501,0.068366165
E02000502,0.058478261
E02000503,0.082322357
E02000504,0.049058605
E02000506,0.051387461
E02000507,0.053326688
E02000508,0.095675676
E02000509,0.120697674
E02000510,0.124800365
E02000511,0.06132879
E02000512,0.086956522
E02000513,0.065042692
E02000514,0.080376697
E02000515,0.100848256
E02000516,0.073387307
E02000517,0.083370387
E02000518,0.115530303
E02000519,0.106977937
E02000520,0.099316184
E02000521,0.078119882
E02000522,0.071235347
E02000523,0.089510749
E02000524,0.105598302
E02000525,0.095248522
E02000526,0.052844662
E02000529,0.092055186
E02000530,0.085951941
E02000531,0.073423127
E02000532,0.064908722
E02000533,0.056079062
E02000534,0.082955576
E02000535,0.081741448
E02000536,0.080536913
E02000537,0.07048722
E02000538,0.10538592
E02000539,0.100095785
E02000540,0.081157965
E02000541,0.098055614
E02000542,0.097012239
E02000543,0.079256786
E02000544,0.094054807
E02000545,0.111683446
E02000546,0.088418431
E02000547,0.087632926
E02000548,0.083113188
E02000549,0.086510264
E02000550,0.093563881
E02000551,0.100647848
E02000552,0.073743746
E02000553,0.07895536
E02000554,0.089183223
E02000555,0.073780488
E02000556,0.061486173
E02000557,0.083578328
E02000558,0.08551656
E02000559,0.044650831
E02000560,0.059649931
E02000561,0.051108968
E02000562,0.051779935
E02000563,0.095272036
E02000564,0.065671642
E02000565,0.05740113
E02000566,0.045054065
E02000567,0.05278198
E02000568,0.09992343
E02000569,0.063973064
E02000570,0.056737589
E02000571,0.076939563
E02000572,0.130010277
E02000573,0.073689416
E02000574,0.116187669
E02000575,0.127626324
E02000576,0.143571017
E02000577,0.13683896
E02000578,0.124185845
E02000579,0.086107922
E02000580,0.097452387
E02000581,0.13253833
E02000582,0.052825902
E02000583,0.059796807
E02000584,0.039259054
E02000585,0.069664674
E02000586,0.059633028
E02000587,0.063882064
E02000588,0.088739496
E02000589,0.069684499
E02000590,0.099891814
E02000591,0.089013898
E02000592,0.059169663
E02000593,0.068919281
E02000594,0.069631902
E02000595,0.068872384
E02000596,0.087188113
E02000597,0.107742878
E02000598,0.090007827
E02000599,0.033145509
E02000600,0.162707838
E02000601,0.102138949
E02000602,0.163986458
E02000603,0.164956195
E02000604,0.090264346
E02000605,0.073736128
E02000606,0.114950393
E02000607,0.086504162
E02000608,0.072090867
E02000609,0.070745144
E02000610,0.065919283
E02000611,0.070470756
E02000612,0.055858987
E02000613,0.077109602
E02000614,0.093191489
E02000615,0.087021014
E02000616,0.087246289
E02000617,0.083296214
E02000619,0.103411054
E02000620,0.08583691
E02000621,0.050732357
E02000622,0.059204078
E02000623,0.079238185
E02000624,0.056580566
E02000625,0.077070921
E02000626,0.100743584
E02000627,0.050571528
E02000628,0.079179383
E02000629,0.043069307
E02000630,0.035610766
E02000631,0.098166127
E02000632,0.032421053
E02000633,0.054223744
E02000634,0.044598612
E02000635,0.054695222
E02000636,0.030640669
E02000637,0.032865518
E02000638,0.054444251
E02000639,0.058386412
E02000640,0.034971149
E02000641,0.05736322
E02000642,0.045828657
E02000643,0.042101475
E02000644,0.042273753
E02000645,0.047563805
E02000646,0.047695606
E02000647,0.054439982
E02000648,0.06033306
E02000649,0.032418617
E02000650,0.042728636
E02000651,0.042907728
E02000652,0.043780582
E02000653,0.046527875
E02000654,0.072812135
E02000655,0.056716418
E02000657,0.056225681
E02000658,0.049667498
E02000659,0.053795304
E02000660,0.054479419
E02000661,0.055213004
E02000662,0.064399093
E02000663,0.062996294
E02000665,0.068550255
E02000666,0.075634651
E02000667,0.055343511
E02000668,0.048079742
E02000669,0.072591903
E02000670,0.079788794
E02000671,0.048476171
E02000672,0.078435043
E02000673,0.038354997
E02000674,0.07807309
E02000675,0.043153721
E02000676,0.054816514
E02000677,0.077201784
E02000678,0.057397959
E02000679,0.052439913
E02000680,0.049773756
E02000681,0.09178744
E02000682,0.064112588
E02000683,0.036668738
E02000685,0.053553801
E02000686,0.080717489
E02000687,0.055581835
E02000689,0.059995932
E02000690,0.042635659
E02000691,0.064775414
E02000692,0.039923954
E02000693,0.093524024
E02000694,0.070899667
E02000695,0.087661626
E02000696,0.101469988
E02000697,0.062142725
E02000698,0.04552352
E02000699,0.052935943
E02000700,0.111111111
E02000701,0.093356875
E02000702,0.052159926
E02000703,0.061884314
E02000704,0.065714886
E02000705,0.044637191
E02000706,0.102887701
E02000707,0.056206089
E02000708,0.065641248
E02000709,0.067126085
E02000710,0.070688464
E02000711,0.075409157
E02000712,0.091107236
E02000713,0.064092859
E02000714,0.063291139
E02000715,0.079881657
E02000716,0.084539474
E02000717,0.0799508
E02000718,0.101475351
E02000719,0.089614535
E02000720,0.076876513
E02000721,0.110787943
E02000722,0.087256301
E02000723,0.123025068
E02000724,0.107855847
E02000725,0.066427628
E02000727,0.116731518
E02000728,0.095376486
E02000729,0.08537693
E02000730,0.1132536
E02000731,0.113841525
E02000732,0.103730921
E02000733,0.083091587
E02000734,0.091066282
E02000735,0.1
E02000736,0.096048299
E02000737,0.117769071
E02000738,0.087391898
E02000739,0.07254902
E02000740,0.06979617
E02000741,0.093176213
E02000742,0.092582566
E02000743,0.070715474
E02000744,0.093582264
E02000745,0.090516206
E02000746,0.062065972
E02000747,0.042855212
E02000748,0.078717201
E02000749,0.080526073
E02000751,0.049392244
E02000752,0.037709168
E02000753,0.045874384
E02000754,0.050343249
E02000755,0.044807966
E02000756,0.048453171
E02000757,0.050007531
E02000758,0.063435264
E02000759,0.053996339
E02000760,0.064410804
E02000762,0.045352203
E02000763,0.067951054
E02000764,0.045546717
E02000765,0.062481921
E02000767,0.073507275
E02000768,0.043341489
E02000770,0.087704918
E02000772,0.098643301
E02000773,0.094924192
E02000774,0.088810985
E02000776,0.097474093
E02000777,0.0376363
E02000779,0.092513521
E02000781,0.082660127
E02000782,0.092317765
E02000783,0.09186906
E02000784,0.059160305
E02000785,0.045211184
E02000786,0.053177258
E02000787,0.062280422
E02000788,0.061887121
E02000789,0.040350328
E02000790,0.04735376
E02000791,0.03559965
E02000792,0.051344743
E02000793,0.074324324
E02000794,0.065001343
E02000795,0.051960784
E02000796,0.068186323
E02000797,0.065675057
E02000798,0.077587727
E02000799,0.076822062
E02000800,0.075154004
E02000801,0.077301284
E02000802,0.074207893
E02000803,0.079946405
E02000804,0.073351648
E02000805,0.077731881
E02000806,0.05666004
E02000807,0.044897959
E02000808,0.110311319
E02000810,0.094655121
E02000812,0.113145966
E02000813,0.063709961
E02000814,0.033567287
E02000815,0.103521626
E02000816,0.080199005
E02000817,0.091954023
E02000818,0.086566618
E02000819,0.096948819
E02000820,0.081390593
E02000821,0.100872288
E02000822,0.109993906
E02000823,0.073722785
E02000824,0.077236644
E02000825,0.103828548
E02000826,0.088766394
E02000827,0.096439913
E02000828,0.0808455
E02000829,0.060871056
E02000830,0.079039061
E02000831,0.074014046
E02000832,0.065768302
E02000833,0.145116746
E02000834,0.067413732
E02000835,0.044503891
E02000836,0.06849602
E02000837,0.053588071
E02000838,0.05362291
E02000839,0.043383422
E02000840,0.093641618
E02000841,0.12667728
E02000842,0.094134685
E02000843,0.067670606
E02000844,0.110773545
E02000845,0.05652263
E02000846,0.111836948
E02000847,0.068675996
E02000848,0.112562337
E02000849,0.082568807
E02000850,0.084458227
E02000851,0.124120603
E02000852,0.11326483
E02000853,0.102440203
E02000854,0.08503055
E02000855,0.083249749
E02000856,0.073971435
E02000857,0.095907928
E02000858,0.104143948
E02000859,0.074035724
E02000860,0.094767572
E02000861,0.068406593
E02000863,0.046163253
E02000864,0.067626149
E02000865,0.116153431
E02000866,0.071798412
E02000867,0.051831585
E02000868,0.100846805
E02000869,0.103355705
E02000870,0.113850146
E02000871,0.085174693
E02000872,0.122396443
E02000873,0.10442795
E02000874,0.131087289
E02000875,0.084060782
E02000876,0.13821368
E02000877,0.082474227
E02000878,0.147521866
E02000879,0.144505495
E02000880,0.172889337
E02000881,0.079002079
E02000882,0.13587529
E02000883,0.10095498
E02000884,0.143954525
E02000885,0.155477032
E02000886,0.077256454
E02000887,0.096383023
E02000888,0.099750623
E02000889,0.103428126
E02000890,0.063752277
E02000893,0.075863931
E02000894,0.063981812
E02000895,0.053191489
E02000896,0.059303825
E02000897,0.070549837
E02000898,0.071582928
E02000899,0.080363549
E02000900,0.081523066
E02000901,0.056741573
E02000902,0.074658254
E02000903,0.081424936
E02000904,0.078502967
E02000905,0.0700883
E02000906,0.066032124
E02000907,0.076126031
E02000908,0.048384861
E02000909,0.066312997
E02000910,0.077451294
E02000911,0.063980706
E02000912,0.072357383
E02000913,0.111013795
E02000914,0.108666539
E02000915,0.060205909
E02000916,0.064445658
E02000917,0.062405159
E02000918,0.06305578
E02000919,0.067033615
E02000920,0.069245648
E02000921,0.075863272
E02000922,0.065966464
E02000923,0.093226177
E02000925,0.090625749
E02000926,0.068592058
E02000927,0.054680038
E02000928,0.044819079
E02000929,0.087578419
E02000930,0.041259982
E02000931,0.03358209
E02000932,0.046125461
E02000933,0.048346056
E02000934,0.048920157
E02000935,0.092240117
E02000936,0.057494867
E02000937,0.048091438
E02000938,0.071374479
E02000939,0.037799855
E02000940,0.075484765
E02000941,0.053765209
E02000942,0.054509593
E02000943,0.035271521
E02000944,0.090540541
E02000945,0.067762971
E02000946,0.069978402
E02000947,0.0469467
E02000948,0.035157988
E02000949,0.039046247
E02000950,0.056118665
E02000951,0.050012441
E02000952,0.052132701
E02000953,0.127894395
E02000954,0.064423353
E02000955,0.099894012
E02000956,0.105737316
E02000957,0.089658444
E02000958,0.073529412
E02000959,0.045761079
E02000960,0.062052506
E02000961,0.06415833
E02000962,0.076377523
E02000963,0.111454425
E02000964,0.082537517
E02000965,0.070747723
E02000966,0.055446323
E02000967,0.0915625
E02000968,0.161792632
E02000969,0.136576483
E02000970,0.128291172
E02000971,0.126514784
E02000972,0.186175337
E02000973,0.0816
E02000974,0.105741627
E02000975,0.067981439
E02000976,0.071365832
E02000977,0.160724896
E02000978,0.082939136
E02000979,0.139438339
E02000980,0.108631291
E02000981,0.078167116
E02000982,0.105588318
E02000983,0.091842105
E02000984,0.050102775
E02000985,0.080210773
E02000986,0.094478528
E02000987,0.103997683
E02000988,0.14259502
E02000989,0.051975603
E02000990,0.119225385
E02000991,0.127491127
E02000992,0.051231527
E02000993,0.157207719
E02000994,0.194740346
E02000995,0.063915162
E02000996,0.097701149
E02000997,0.101628664
E02000998,0.181018395
E02000999,0.230541142
E02001000,0.173058014
E02001001,0.13437329
E02001002,0.083373263
E02001003,0.034953924
E02001004,0.244483363
E02001005,0.19943662
E02001006,0.227390181
E02001007,0.073213503
E02001008,0.242058011
E02001009,0.135871349
E02001010,0.133734035
E02001011,0.057426948
E02001012,0.181315789
E02001013,0.038975099
E02001014,0.101089435
E02001015,0.143141719
E02001016,0.158463727
E02001017,0.077759041
E02001018,0.059470265
E02001019,0.082574917
E02001020,0.062620796
E02001021,0.052659294
E02001022,0.098551548
E02001023,0.101965602
E02001024,0.091779141
E02001025,0.214263274
E02001026,0.219473803
E02001027,0.16464618
E02001028,0.0815625
E02001029,0.195583596
E02001030,0.038425197
E02001031,0.117452986
E02001032,0.090934066
E02001033,0.10938555
E02001034,0.117361508
E02001035,0.074449594
E02001036,0.078442438
E02001037,0.059965238
E02001038,0.091789172
E02001039,0.110729387
E02001040,0.065331582
E02001041,0.092956271
E02001042,0.103005636
E02001043,0.09067453
E02001044,0.226724801
E02001045,0.104147744
E02001046,0.10999358
E02001047,0.081395349
E02001048,0.13525258
E02001049,0.08855765
E02001050,0.136860068
E02001051,0.10791757
E02001052,0.177768779
E02001053,0.12543992
E02001055,0.093432262
E02001056,0.124394184
E02001059,0.11409396
E02001061,0.101784853
E02001062,0.237944891
E02001063,0.186739187
E02001064,0.135499208
E02001065,0.086266208
E02001066,0.197126895
E02001067,0.118570394
E02001068,0.165847348
E02001069,0.18124855
E02001070,0.150534686
E02001072,0.066245369
E02001073,0.048012003
E02001074,0.125523013
E02001075,0.076039806
E02001076,0.084018801
E02001077,0.048127016
E02001078,0.085167254
E02001079,0.101111699
E02001080,0.083264859
E02001081,0.040057225
E02001082,0.074336748
E02001083,0.06162985
E02001084,0.092210628
E02001085,0.126793558
E02001086,0.054306569
E02001087,0.056373499
E02001088,0.076784797
E02001089,0.0466359
E02001090,0.045895852
E02001091,0.099022634
E02001092,0.172223555
E02001093,0.126924047
E02001094,0.215750615
E02001095,0.226845978
E02001096,0.119686801
E02001097,0.180310035
E02001098,0.090335306
E02001099,0.103305785
E02001100,0.103876553
E02001101,0.062641509
E02001102,0.14019314
E02001103,0.041987673
E02001104,0.076965979
E02001105,0.165558019
E02001106,0.205676373
E02001107,0.158753171
E02001108,0.229880314
E02001109,0.165941579
E02001110,0.056403864
E02001111,0.257443718
E02001112,0.082020997
E02001113,0.231816553
E02001114,0.162076879
E02001115,0.098566935
E02001116,0.159243201
E02001117,0.070225726
E02001118,0.056443387
E02001119,0.20773639
E02001121,0.211323764
E02001123,0.10324826
E02001124,0.148259079
E02001125,0.13428803
E02001126,0.148082596
E02001127,0.130434783
E02001128,0.125186734
E02001129,0.104358893
E02001130,0.082313682
E02001131,0.092162269
E02001132,0.118908979
E02001133,0.110662108
E02001134,0.086509778
E02001135,0.15480188
E02001136,0.153788634
E02001137,0.05488959
E02001138,0.053834434
E02001139,0.238026957
E02001140,0.159528243
E02001141,0.222533775
E02001142,0.055229142
E02001143,0.231977159
E02001144,0.121575342
E02001145,0.070195964
E02001146,0.269171543
E02001147,0.113138686
E02001148,0.097843006
E02001149,0.155715572
E02001150,0.160115304
E02001151,0.120899525
E02001152,0.102546612
E02001153,0.093094317
E02001154,0.137658557
E02001155,0.099626401
E02001156,0.083078268
E02001157,0.130380145
E02001158,0.1248465
E02001159,0.079521277
E02001160,0.09596662
E02001161,0.090614887
E02001162,0.111324376
E02001163,0.061788618
E02001164,0.089629856
E02001165,0.110602094
E02001166,0.36369509
E02001167,0.125163827
E02001168,0.111635895
E02001169,0.037739323
E02001170,0.055098684
E02001171,0.111964171
E02001173,0.143979792
E02001174,0.119127517
E02001175,0.083736827
E02001176,0.128910925
E02001177,0.182240818
E02001179,0.154675211
E02001180,0.136433316
E02001181,0.078876491
E02001182,0.21085595
E02001183,0.142896781
E02001185,0.117379436
E02001186,0.13773399
E02001187,0.064893306
E02001188,0.073176416
E02001189,0.104259826
E02001190,0.135052596
E02001191,0.067264574
E02001192,0.067989495
E02001193,0.145672929
E02001194,0.051099612
E02001195,0.088219473
E02001196,0.056208775
E02001197,0.097031599
E02001198,0.10235712
E02001199,0.05782652
E02001200,0.154346541
E02001201,0.119791667
E02001202,0.128928987
E02001203,0.042274598
E02001204,0.105240364
E02001205,0.166864186
E02001206,0.084337349
E02001207,0.086529884
E02001208,0.098733523
E02001209,0.122571001
E02001210,0.164977834
E02001211,0.058601134
E02001212,0.12574454
E02001213,0.151171725
E02001214,0.06935759
E02001215,0.078235076
E02001216,0.079205226
E02001217,0.158802178
E02001218,0.047249908
E02001219,0.111242604
E02001220,0.084507042
E02001221,0.098832969
E02001222,0.063497694
E02001223,0.058211382
E02001224,0.041107041
E02001225,0.074301676
E02001226,0.087211094
E02001227,0.055861526
E02001228,0.036054422
E02001229,0.051717557
E02001230,0.080675422
E02001231,0.072520228
E02001232,0.176945866
E02001233,0.143695921
E02001234,0.214263944
E02001235,0.20713023
E02001236,0.175557325
E02001237,0.090442225
E02001238,0.083680918
E02001239,0.092485549
E02001240,0.104591837
E02001241,0.197374938
E02001242,0.082051282
E02001243,0.096593798
E02001244,0.174657534
E02001245,0.174412533
E02001246,0.157045313
E02001247,0.111206649
E02001248,0.129538245
E02001249,0.136731938
E02001250,0.090324556
E02001251,0.05578371
E02001252,0.059840426
E02001253,0.113598673
E02001254,0.127684049
E02001255,0.073283859
E02001256,0.125146473
E02001257,0.102453833
E02001258,0.068156425
E02001259,0.109225668
E02001260,0.128482553
E02001261,0.11260655
E02001262,0.096706743
E02001263,0.100320434
E02001264,0.084461036
E02001265,0.066283142
E02001266,0.089285714
E02001267,0.092439294
E02001268,0.110622066
E02001269,0.07423905
E02001270,0.071461187
E02001271,0.076997113
E02001272,0.06688708
E02001273,0.071167141
E02001274,0.057800224
E02001275,0.096803378
E02001276,0.069485591
E02001277,0.107734807
E02001278,0.082689154
E02001279,0.072421361
E02001280,0.10311284
E02001281,0.089585051
E02001282,0.114318268
E02001283,0.084160552
E02001284,0.076617902
E02001285,0.078169414
E02001286,0.041225308
E02001287,0.062712826
E02001288,0.056348425
E02001289,0.055509182
E02001290,0.036433033
E02001291,0.191567629
E02001292,0.188141684
E02001293,0.115727003
E02001294,0.226419634
E02001295,0.252580867
E02001296,0.249921802
E02001297,0.137287025
E02001298,0.187856328
E02001299,0.092383639
E02001300,0.139811066
E02001301,0.18806253
E02001302,0.12573443
E02001303,0.105026455
E02001304,0.050748211
E02001305,0.057621276
E02001306,0.103570375
E02001307,0.070607553
E02001308,0.097014925
E02001309,0.08790436
E02001310,0.076215824
E02001311,0.066530716
E02001312,0.047070862
E02001313,0.139804096
E02001314,0.060544391
E02001315,0.038052373
E02001316,0.208357686
E02001317,0.122149837
E02001318,0.103929385
E02001319,0.149598133
E02001320,0.143066121
E02001321,0.110569523
E02001322,0.115662651
E02001323,0.130106323
E02001324,0.118052014
E02001325,0.058912387
E02001326,0.055442523
E02001327,0.103822174
E02001328,0.046130672
E02001329,0.157928803
E02001330,0.103754439
E02001331,0.170903955
E02001332,0.065447546
